"rt","f","type"
163.264002799988,3,"msms"
163.319005966187,4,"msms"
163.373994827271,5,"msms"
163.574995994568,1,"ms"
163.631000518799,2,"msms"
163.686003684998,3,"msms"
163.741006851196,4,"msms"
163.79599571228,5,"msms"
163.996996879578,1,"ms"
164.052000045776,2,"msms"
164.108004570007,3,"msms"
164.162993431091,4,"msms"
164.21799659729,5,"msms"
164.418997764587,1,"ms"
164.474000930786,2,"msms"
164.530005455017,3,"msms"
164.584994316101,4,"msms"
164.6399974823,5,"msms"
164.840998649597,1,"ms"
164.896001815796,2,"msms"
164.951004981995,3,"msms"
165.006995201111,4,"msms"
165.06199836731,5,"msms"
165.261998176575,1,"ms"
165.317001342773,2,"msms"
165.373005867004,3,"msms"
165.427994728088,4,"msms"
165.482997894287,5,"msms"
165.683999061584,1,"ms"
165.740003585815,2,"msms"
165.795006752014,3,"msms"
165.849995613098,4,"msms"
165.906000137329,5,"msms"
166.107001304626,1,"ms"
166.163005828857,2,"msms"
166.217994689941,3,"msms"
166.27299785614,4,"msms"
166.329002380371,5,"msms"
166.529002189636,1,"ms"
166.584005355835,2,"msms"
166.639995574951,3,"msms"
166.69499874115,4,"msms"
166.750001907349,5,"msms"
166.951003074646,1,"ms"
167.006006240845,2,"msms"
167.060995101929,3,"msms"
167.11699962616,4,"msms"
167.172002792358,5,"msms"
167.373003959656,1,"ms"
167.428007125854,2,"msms"
167.482995986938,3,"msms"
167.537999153137,4,"msms"
167.594003677368,5,"msms"
167.794003486633,1,"ms"
167.84999370575,2,"msms"
167.904996871948,3,"msms"
167.960000038147,4,"msms"
168.016004562378,5,"msms"
168.216004371643,1,"ms"
168.270993232727,2,"msms"
168.326997756958,3,"msms"
168.382000923157,4,"msms"
168.438005447388,5,"msms"
168.638005256653,1,"ms"
168.693995475769,2,"msms"
168.75,3,"msms"
168.805003166199,4,"msms"
168.860993385315,5,"msms"
169.06099319458,1,"ms"
169.115996360779,2,"msms"
169.17200088501,3,"msms"
169.227004051208,4,"msms"
169.282994270325,5,"msms"
169.48299407959,1,"ms"
169.537997245789,2,"msms"
169.593000411987,3,"msms"
169.649004936218,4,"msms"
169.703993797302,5,"msms"
169.9049949646,1,"ms"
169.959998130798,2,"msms"
170.015001296997,3,"msms"
170.071005821228,4,"msms"
170.125994682312,5,"msms"
170.326995849609,1,"ms"
170.381999015808,2,"msms"
170.437002182007,3,"msms"
170.493006706238,4,"msms"
170.547995567322,5,"msms"
170.747995376587,1,"ms"
170.803999900818,2,"msms"
170.859003067017,3,"msms"
170.914993286133,4,"msms"
170.969996452332,5,"msms"
171.169996261597,1,"ms"
171.226000785828,2,"msms"
171.281003952026,3,"msms"
171.336994171143,4,"msms"
171.391997337341,5,"msms"
171.591997146606,1,"ms"
171.648001670837,2,"msms"
171.703004837036,3,"msms"
171.758995056152,4,"msms"
171.813998222351,5,"msms"
172.013998031616,1,"ms"
172.070002555847,2,"msms"
172.126007080078,3,"msms"
172.180995941162,4,"msms"
172.235999107361,5,"msms"
172.435998916626,1,"ms"
172.492003440857,2,"msms"
172.547006607056,3,"msms"
172.602996826172,4,"msms"
172.657999992371,5,"msms"
172.857999801636,1,"ms"
172.914004325867,2,"msms"
172.968993186951,3,"msms"
173.024997711182,4,"msms"
173.08000087738,5,"msms"
173.280000686646,1,"ms"
173.335003852844,2,"msms"
173.39099407196,3,"msms"
173.445997238159,4,"msms"
173.50200176239,5,"msms"
173.702001571655,1,"ms"
173.757004737854,2,"msms"
173.81299495697,3,"msms"
173.867998123169,4,"msms"
173.923001289368,5,"msms"
174.124002456665,1,"ms"
174.179005622864,2,"msms"
174.233994483948,3,"msms"
174.289999008179,4,"msms"
174.345002174377,5,"msms"
174.545001983643,1,"ms"
174.601006507874,2,"msms"
174.655995368958,3,"msms"
174.710998535156,4,"msms"
174.767003059387,5,"msms"
174.967002868652,6,"lm"
175.16800403595,1,"ms"
175.222992897034,2,"msms"
175.277996063232,3,"msms"
175.334000587463,4,"msms"
175.389003753662,5,"msms"
175.589003562927,1,"ms"
175.644993782043,2,"msms"
175.699996948242,3,"msms"
175.755000114441,4,"msms"
175.811004638672,5,"msms"
176.011004447937,1,"ms"
176.065993309021,2,"msms"
176.121997833252,3,"msms"
176.177000999451,4,"msms"
176.233005523682,5,"msms"
176.433005332947,1,"ms"
176.487994194031,2,"msms"
176.543998718262,3,"msms"
176.59900188446,4,"msms"
176.655006408691,5,"msms"
176.855006217957,1,"ms"
176.909995079041,2,"msms"
176.965999603271,3,"msms"
177.02100276947,4,"msms"
177.076005935669,5,"msms"
177.277007102966,1,"ms"
177.33199596405,2,"msms"
177.386999130249,3,"msms"
177.442002296448,4,"msms"
177.498006820679,5,"msms"
177.698006629944,1,"ms"
177.752995491028,2,"msms"
177.809000015259,3,"msms"
177.864003181458,4,"msms"
177.919993400574,5,"msms"
178.119993209839,1,"ms"
178.174996376038,2,"msms"
178.231000900269,3,"msms"
178.286004066467,4,"msms"
178.341994285583,5,"msms"
178.541994094849,1,"ms"
178.596997261047,2,"msms"
178.653001785278,3,"msms"
178.708004951477,4,"msms"
178.762993812561,5,"msms"
178.963994979858,1,"ms"
179.018998146057,2,"msms"
179.074001312256,3,"msms"
179.130005836487,4,"msms"
179.185996055603,5,"msms"
179.385995864868,1,"ms"
179.440999031067,2,"msms"
179.496002197266,3,"msms"
179.552006721497,4,"msms"
179.606995582581,5,"msms"
179.807996749878,1,"ms"
179.862999916077,2,"msms"
179.918003082275,3,"msms"
179.973993301392,4,"msms"
180.02899646759,5,"msms"
180.229997634888,1,"ms"
180.285000801086,2,"msms"
180.340003967285,3,"msms"
180.395994186401,4,"msms"
180.4509973526,5,"msms"
180.650997161865,1,"ms"
180.707001686096,2,"msms"
180.762004852295,3,"msms"
180.816993713379,4,"msms"
180.87299823761,5,"msms"
181.072998046875,1,"ms"
181.128001213074,2,"msms"
181.184005737305,3,"msms"
181.238994598389,4,"msms"
181.293997764587,5,"msms"
181.494998931885,1,"ms"
181.550002098083,2,"msms"
181.606006622314,3,"msms"
181.660995483398,4,"msms"
181.715998649597,5,"msms"
181.916999816895,1,"ms"
181.972002983093,2,"msms"
182.027006149292,3,"msms"
182.082996368408,4,"msms"
182.137999534607,5,"msms"
182.339000701904,1,"ms"
182.394003868103,2,"msms"
182.449007034302,3,"msms"
182.504997253418,4,"msms"
182.560000419617,5,"msms"
182.760000228882,1,"ms"
182.816004753113,2,"msms"
182.870993614197,3,"msms"
182.925996780396,4,"msms"
182.980999946594,5,"msms"
183.182001113892,1,"ms"
183.23700428009,2,"msms"
183.292994499207,3,"msms"
183.347997665405,4,"msms"
183.404002189636,5,"msms"
183.604001998901,1,"ms"
183.6590051651,2,"msms"
183.713994026184,3,"msms"
183.769998550415,4,"msms"
183.825001716614,5,"msms"
184.025001525879,1,"ms"
184.080004692078,2,"msms"
184.135994911194,3,"msms"
184.190998077393,4,"msms"
184.246001243591,5,"msms"
184.446001052856,1,"ms"
184.502005577087,2,"msms"
184.556994438171,3,"msms"
184.61199760437,4,"msms"
184.668002128601,5,"msms"
184.868001937866,1,"ms"
184.923005104065,2,"msms"
184.977993965149,3,"msms"
185.03399848938,4,"msms"
185.089001655579,5,"msms"
185.290002822876,1,"ms"
185.345005989075,2,"msms"
185.399994850159,3,"msms"
185.45599937439,4,"msms"
185.511002540588,5,"msms"
185.711002349854,1,"ms"
185.767006874084,2,"msms"
185.821995735168,3,"msms"
185.878000259399,4,"msms"
185.933003425598,5,"msms"
186.133003234863,1,"ms"
186.188993453979,2,"msms"
186.243996620178,3,"msms"
186.298999786377,4,"msms"
186.355004310608,5,"msms"
186.555004119873,1,"ms"
186.609992980957,2,"msms"
186.665997505188,3,"msms"
186.721000671387,4,"msms"
186.776003837585,5,"msms"
186.977005004883,1,"ms"
187.031993865967,2,"msms"
187.086997032166,3,"msms"
187.142000198364,4,"msms"
187.198004722595,5,"msms"
187.39800453186,1,"ms"
187.453994750977,2,"msms"
187.508997917175,3,"msms"
187.564001083374,4,"msms"
187.619004249573,5,"msms"
187.82000541687,1,"ms"
187.874994277954,2,"msms"
187.929997444153,3,"msms"
187.986001968384,4,"msms"
188.041005134583,5,"msms"
188.241004943848,1,"ms"
188.296995162964,2,"msms"
188.351998329163,3,"msms"
188.408002853394,4,"msms"
188.463006019592,5,"msms"
188.663005828857,1,"ms"
188.718996047974,2,"msms"
188.773999214172,3,"msms"
188.830003738403,4,"msms"
188.885006904602,5,"msms"
189.085993766785,1,"ms"
189.140996932983,2,"msms"
189.196000099182,3,"msms"
189.252004623413,4,"msms"
189.306993484497,5,"msms"
189.507994651794,1,"ms"
189.562997817993,2,"msms"
189.619002342224,3,"msms"
189.674005508423,4,"msms"
189.728994369507,5,"msms"
189.929995536804,1,"ms"
189.984998703003,2,"msms"
190.040001869202,3,"msms"
190.096006393433,4,"msms"
190.150995254517,5,"msms"
190.350995063782,1,"ms"
190.406999588013,2,"msms"
190.462002754211,3,"msms"
190.51700592041,4,"msms"
190.572996139526,5,"msms"
190.772995948792,1,"ms"
190.829000473022,2,"msms"
190.884003639221,3,"msms"
190.93900680542,4,"msms"
190.994997024536,5,"msms"
191.194996833801,1,"ms"
191.251001358032,2,"msms"
191.306004524231,3,"msms"
191.360993385315,4,"msms"
191.416997909546,5,"msms"
191.616997718811,1,"ms"
191.673002243042,2,"msms"
191.728005409241,3,"msms"
191.782994270325,4,"msms"
191.837997436523,5,"msms"
192.038998603821,1,"ms"
192.095003128052,2,"msms"
192.15000629425,3,"msms"
192.204995155334,4,"msms"
192.260999679565,5,"msms"
192.460999488831,1,"ms"
192.517004013062,2,"msms"
192.571992874146,3,"msms"
192.626996040344,4,"msms"
192.683000564575,5,"msms"
192.88300037384,1,"ms"
192.938003540039,2,"msms"
192.993006706238,3,"msms"
193.048996925354,4,"msms"
193.104000091553,5,"msms"
193.303999900818,1,"ms"
193.360004425049,2,"msms"
193.414993286133,3,"msms"
193.470997810364,4,"msms"
193.526000976562,5,"msms"
193.726000785828,1,"ms"
193.782005310059,2,"msms"
193.836994171143,3,"msms"
193.891997337341,4,"msms"
193.94700050354,5,"msms"
194.150004386902,1,"ms"
194.204993247986,2,"msms"
194.260997772217,3,"msms"
194.316000938416,4,"msms"
194.371004104614,5,"msms"
194.572005271912,1,"ms"
194.626994132996,2,"msms"
194.681997299194,3,"msms"
194.738001823425,4,"msms"
194.793004989624,5,"msms"
194.994006156921,1,"ms"
195.048995018005,2,"msms"
195.103998184204,3,"msms"
195.160002708435,4,"msms"
195.215005874634,5,"msms"
195.415005683899,1,"ms"
195.470995903015,2,"msms"
195.525999069214,3,"msms"
195.582003593445,4,"msms"
195.637006759644,5,"msms"
195.837006568909,1,"ms"
195.892996788025,2,"msms"
195.947999954224,3,"msms"
196.004004478455,4,"msms"
196.058993339539,5,"msms"
196.259994506836,1,"ms"
196.315999031067,2,"msms"
196.371002197266,3,"msms"
196.426005363464,4,"msms"
196.481995582581,5,"msms"
196.681995391846,6,"lm"
196.881995201111,1,"ms"
196.937999725342,2,"msms"
196.993002891541,3,"msms"
197.048006057739,4,"msms"
197.103996276855,5,"msms"
197.303996086121,1,"ms"
197.358999252319,2,"msms"
197.41500377655,3,"msms"
197.470006942749,4,"msms"
197.524995803833,5,"msms"
197.72599697113,1,"ms"
197.781000137329,2,"msms"
197.83700466156,3,"msms"
197.891993522644,4,"msms"
197.946996688843,5,"msms"
198.14799785614,1,"ms"
198.203001022339,2,"msms"
198.25900554657,3,"msms"
198.313994407654,4,"msms"
198.369998931885,5,"msms"
198.56999874115,1,"ms"
198.626003265381,2,"msms"
198.68100643158,3,"msms"
198.735995292664,4,"msms"
198.791999816895,5,"msms"
198.99199962616,1,"ms"
199.047002792358,2,"msms"
199.102993011475,3,"msms"
199.157996177673,4,"msms"
199.212999343872,5,"msms"
199.412999153137,1,"ms"
199.469003677368,2,"msms"
199.524006843567,3,"msms"
199.578995704651,4,"msms"
199.635000228882,5,"msms"
199.835000038147,1,"ms"
199.890003204346,2,"msms"
199.945993423462,3,"msms"
200.000996589661,4,"msms"
200.055999755859,5,"msms"
200.257000923157,1,"ms"
200.312004089355,2,"msms"
200.366992950439,3,"msms"
200.42299747467,4,"msms"
200.478000640869,5,"msms"
200.679001808167,1,"ms"
200.734004974365,2,"msms"
200.788993835449,3,"msms"
200.843997001648,4,"msms"
200.900001525879,5,"msms"
201.100001335144,1,"ms"
201.156005859375,2,"msms"
201.210994720459,3,"msms"
201.26699924469,4,"msms"
201.322002410889,5,"msms"
201.522002220154,1,"ms"
201.578006744385,2,"msms"
201.632995605469,3,"msms"
201.687998771667,4,"msms"
201.744003295898,5,"msms"
201.944003105164,1,"ms"
201.99999332428,2,"msms"
202.054996490479,3,"msms"
202.111001014709,4,"msms"
202.166004180908,5,"msms"
202.367005348206,1,"ms"
202.42199420929,2,"msms"
202.477998733521,3,"msms"
202.534003257751,4,"msms"
202.58900642395,5,"msms"
202.789006233215,1,"ms"
202.844996452332,2,"msms"
202.89999961853,3,"msms"
202.955002784729,4,"msms"
203.010005950928,5,"msms"
203.211007118225,1,"ms"
203.265995979309,2,"msms"
203.32200050354,3,"msms"
203.377003669739,4,"msms"
203.432006835938,5,"msms"
203.63299369812,1,"ms"
203.687996864319,2,"msms"
203.74400138855,3,"msms"
203.800005912781,4,"msms"
203.854994773865,5,"msms"
204.05499458313,1,"ms"
204.109997749329,2,"msms"
204.16600227356,3,"msms"
204.221005439758,4,"msms"
204.275994300842,5,"msms"
204.47699546814,1,"ms"
204.532999992371,2,"msms"
204.588003158569,3,"msms"
204.643006324768,4,"msms"
204.698996543884,5,"msms"
204.898996353149,1,"ms"
204.95500087738,2,"msms"
205.010004043579,3,"msms"
205.064992904663,4,"msms"
205.120997428894,5,"msms"
205.320997238159,1,"ms"
205.376000404358,2,"msms"
205.431003570557,3,"msms"
205.486993789673,4,"msms"
205.541996955872,5,"msms"
205.742998123169,1,"ms"
205.798001289368,2,"msms"
205.853004455566,3,"msms"
205.90799331665,4,"msms"
205.963997840881,5,"msms"
206.163997650146,1,"ms"
206.220002174377,2,"msms"
206.275005340576,3,"msms"
206.330995559692,4,"msms"
206.385998725891,5,"msms"
206.585998535156,1,"ms"
206.642003059387,2,"msms"
206.697006225586,3,"msms"
206.75199508667,4,"msms"
206.807999610901,5,"msms"
207.007999420166,1,"ms"
207.063002586365,2,"msms"
207.119007110596,3,"msms"
207.17399597168,4,"msms"
207.228999137878,5,"msms"
207.430000305176,1,"ms"
207.485003471375,2,"msms"
207.540993690491,3,"msms"
207.595996856689,4,"msms"
207.65200138092,5,"msms"
207.852001190186,1,"ms"
207.907004356384,2,"msms"
207.9629945755,3,"msms"
208.017997741699,4,"msms"
208.07400226593,5,"msms"
208.274002075195,1,"ms"
208.330006599426,2,"msms"
208.38499546051,3,"msms"
208.440999984741,4,"msms"
208.49600315094,5,"msms"
208.696002960205,1,"ms"
208.751993179321,2,"msms"
208.80699634552,3,"msms"
208.863000869751,4,"msms"
208.91800403595,5,"msms"
209.119005203247,1,"ms"
209.173994064331,2,"msms"
209.229998588562,3,"msms"
209.285001754761,4,"msms"
209.341006278992,5,"msms"
209.541993141174,1,"ms"
209.596996307373,2,"msms"
209.651999473572,3,"msms"
209.707002639771,4,"msms"
209.762992858887,5,"msms"
209.963006973267,1,"ms"
210.017995834351,2,"msms"
210.074000358582,3,"msms"
210.12900352478,4,"msms"
210.184993743896,5,"msms"
210.385994911194,1,"ms"
210.440998077393,2,"msms"
210.497002601624,3,"msms"
210.552005767822,4,"msms"
210.607995986938,5,"msms"
210.807995796204,1,"ms"
210.862998962402,2,"msms"
210.919003486633,3,"msms"
210.974006652832,4,"msms"
211.028995513916,5,"msms"
211.229996681213,1,"ms"
211.284999847412,2,"msms"
211.340003013611,3,"msms"
211.39500617981,4,"msms"
211.450996398926,5,"msms"
211.650996208191,1,"ms"
211.70599937439,2,"msms"
211.762003898621,3,"msms"
211.817007064819,4,"msms"
211.871995925903,5,"msms"
212.072997093201,1,"ms"
212.128000259399,2,"msms"
212.183003425598,3,"msms"
212.238993644714,4,"msms"
212.293996810913,5,"msms"
212.493996620178,1,"ms"
212.550001144409,2,"msms"
212.605004310608,3,"msms"
212.659993171692,4,"msms"
212.715997695923,5,"msms"
212.915997505188,1,"ms"
212.971000671387,2,"msms"
213.027005195618,3,"msms"
213.081994056702,4,"msms"
213.1369972229,5,"msms"
213.337998390198,1,"ms"
213.393001556396,2,"msms"
213.448004722595,3,"msms"
213.502993583679,4,"msms"
213.55899810791,5,"msms"
213.758997917175,1,"ms"
213.814001083374,2,"msms"
213.870005607605,3,"msms"
213.924994468689,4,"msms"
213.979997634888,5,"msms"
214.179997444153,1,"ms"
214.236001968384,2,"msms"
214.291005134583,3,"msms"
214.346995353699,4,"msms"
214.40299987793,5,"msms"
214.602999687195,1,"ms"
214.658002853394,2,"msms"
214.71399307251,3,"msms"
214.768996238708,4,"msms"
214.823999404907,5,"msms"
215.025000572205,1,"ms"
215.080003738403,2,"msms"
215.135006904602,3,"msms"
215.190997123718,4,"msms"
215.246000289917,5,"msms"
215.446000099182,1,"ms"
215.502004623413,2,"msms"
215.556993484497,3,"msms"
215.612998008728,4,"msms"
215.668001174927,5,"msms"
215.868000984192,1,"ms"
215.924005508423,2,"msms"
215.978994369507,3,"msms"
216.033997535706,4,"msms"
216.090002059937,5,"msms"
216.290001869202,1,"ms"
216.3450050354,2,"msms"
216.400995254517,3,"msms"
216.455998420715,4,"msms"
216.511001586914,5,"msms"
216.712002754211,1,"ms"
216.76700592041,2,"msms"
216.821994781494,3,"msms"
216.877999305725,4,"msms"
216.933002471924,5,"msms"
217.133002281189,1,"ms"
217.18900680542,2,"msms"
217.243995666504,3,"msms"
217.298998832703,4,"msms"
217.355003356934,5,"msms"
217.555003166199,1,"ms"
217.610006332397,2,"msms"
217.665996551514,3,"msms"
217.720999717712,4,"msms"
217.776002883911,5,"msms"
217.978005409241,1,"ms"
218.032994270325,2,"msms"
218.087997436523,3,"msms"
218.144001960754,4,"msms"
218.199005126953,5,"msms"
218.399004936218,6,"lm"
218.600006103516,1,"ms"
218.655996322632,2,"msms"
218.710999488831,3,"msms"
218.766002655029,4,"msms"
218.821992874146,5,"msms"
219.022006988525,1,"ms"
219.076995849609,2,"msms"
219.13300037384,3,"msms"
219.188003540039,4,"msms"
219.243006706238,5,"msms"
219.44399356842,1,"ms"
219.498996734619,2,"msms"
219.55500125885,3,"msms"
219.610004425049,4,"msms"
219.665994644165,5,"msms"
219.86599445343,1,"ms"
219.920997619629,2,"msms"
219.97700214386,3,"msms"
220.032005310059,4,"msms"
220.086994171143,5,"msms"
220.286993980408,1,"ms"
220.342998504639,2,"msms"
220.398001670837,3,"msms"
220.453004837036,4,"msms"
220.508995056152,5,"msms"
220.708994865417,1,"ms"
220.763998031616,2,"msms"
220.820002555847,3,"msms"
220.875005722046,4,"msms"
220.930995941162,5,"msms"
221.130995750427,1,"ms"
221.185998916626,2,"msms"
221.242003440857,3,"msms"
221.297006607056,4,"msms"
221.35199546814,5,"msms"
221.552996635437,1,"ms"
221.607999801636,2,"msms"
221.663002967834,3,"msms"
221.718993186951,4,"msms"
221.773996353149,5,"msms"
221.973996162415,1,"ms"
222.030000686646,2,"msms"
222.085003852844,3,"msms"
222.140007019043,4,"msms"
222.194995880127,5,"msms"
222.395997047424,1,"ms"
222.451000213623,2,"msms"
222.507004737854,3,"msms"
222.561993598938,4,"msms"
222.616996765137,5,"msms"
222.817997932434,1,"ms"
222.873001098633,2,"msms"
222.929005622864,3,"msms"
222.983994483948,4,"msms"
223.038997650146,5,"msms"
223.238997459412,1,"ms"
223.295001983643,2,"msms"
223.350005149841,3,"msms"
223.405995368958,4,"msms"
223.460998535156,5,"msms"
223.660998344421,1,"ms"
223.717002868652,2,"msms"
223.772006034851,3,"msms"
223.827996253967,4,"msms"
223.882999420166,5,"msms"
224.082999229431,1,"ms"
224.139003753662,2,"msms"
224.194006919861,3,"msms"
224.248995780945,4,"msms"
224.305000305176,5,"msms"
224.505000114441,1,"ms"
224.561004638672,2,"msms"
224.615993499756,3,"msms"
224.670996665955,4,"msms"
224.727001190186,5,"msms"
224.927000999451,1,"ms"
224.982004165649,2,"msms"
225.037994384766,3,"msms"
225.093998908997,4,"msms"
225.149002075195,5,"msms"
225.34900188446,1,"ms"
225.405006408691,2,"msms"
225.459995269775,3,"msms"
225.514998435974,4,"msms"
225.571002960205,5,"msms"
225.77100276947,1,"ms"
225.826005935669,2,"msms"
225.881996154785,3,"msms"
225.936999320984,4,"msms"
225.992002487183,5,"msms"
226.19300365448,1,"ms"
226.248006820679,2,"msms"
226.302995681763,3,"msms"
226.359000205994,4,"msms"
226.414003372192,5,"msms"
226.614003181458,1,"ms"
226.669006347656,2,"msms"
226.724996566772,3,"msms"
226.779999732971,4,"msms"
226.83500289917,5,"msms"
227.036004066467,1,"ms"
227.090992927551,2,"msms"
227.14599609375,3,"msms"
227.202000617981,4,"msms"
227.25700378418,5,"msms"
227.458004951477,1,"ms"
227.512993812561,2,"msms"
227.56799697876,3,"msms"
227.624001502991,4,"msms"
227.679004669189,5,"msms"
227.879004478455,1,"ms"
227.934994697571,2,"msms"
227.98999786377,3,"msms"
228.045001029968,4,"msms"
228.102006912231,5,"msms"
228.302006721497,1,"ms"
228.357996940613,2,"msms"
228.413000106812,3,"msms"
228.46800327301,4,"msms"
228.523993492126,5,"msms"
228.723993301392,1,"ms"
228.780999183655,2,"msms"
228.836002349854,3,"msms"
228.891005516052,4,"msms"
228.946995735168,5,"msms"
229.147996902466,1,"ms"
229.203000068665,2,"msms"
229.259004592896,3,"msms"
229.313993453979,4,"msms"
229.36999797821,5,"msms"
229.569997787476,1,"ms"
229.625000953674,2,"msms"
229.681005477905,3,"msms"
229.735994338989,4,"msms"
229.790997505188,5,"msms"
229.991998672485,1,"ms"
230.048003196716,2,"msms"
230.103006362915,3,"msms"
230.157995223999,4,"msms"
230.21399974823,5,"msms"
230.413999557495,1,"ms"
230.470004081726,2,"msms"
230.52499294281,3,"msms"
230.580997467041,4,"msms"
230.63600063324,5,"msms"
230.837001800537,1,"ms"
230.892004966736,2,"msms"
230.94699382782,3,"msms"
231.002998352051,4,"msms"
231.05800151825,5,"msms"
231.259002685547,1,"ms"
231.314992904663,2,"msms"
231.369996070862,3,"msms"
231.424999237061,4,"msms"
231.481003761292,5,"msms"
231.681003570557,1,"ms"
231.736006736755,2,"msms"
231.790995597839,3,"msms"
231.84700012207,4,"msms"
231.903004646301,5,"msms"
232.103004455566,1,"ms"
232.15799331665,2,"msms"
232.212996482849,3,"msms"
232.26900100708,4,"msms"
232.324004173279,5,"msms"
232.525005340576,1,"ms"
232.57999420166,2,"msms"
232.634997367859,3,"msms"
232.69100189209,4,"msms"
232.746005058289,5,"msms"
232.946004867554,1,"ms"
233.00199508667,2,"msms"
233.056998252869,3,"msms"
233.112001419067,4,"msms"
233.168005943298,5,"msms"
233.368005752563,1,"ms"
233.422994613647,2,"msms"
233.478999137878,3,"msms"
233.534002304077,4,"msms"
233.589005470276,5,"msms"
233.790006637573,1,"ms"
233.844995498657,2,"msms"
233.899998664856,3,"msms"
233.956003189087,4,"msms"
234.011006355286,5,"msms"
234.211993217468,1,"ms"
234.266996383667,2,"msms"
234.321999549866,3,"msms"
234.378004074097,4,"msms"
234.432992935181,5,"msms"
234.633994102478,1,"ms"
234.688997268677,2,"msms"
234.744000434875,3,"msms"
234.799003601074,4,"msms"
234.85499382019,5,"msms"
235.054993629456,1,"ms"
235.109996795654,2,"msms"
235.166001319885,3,"msms"
235.221004486084,4,"msms"
235.275993347168,5,"msms"
235.475993156433,1,"ms"
235.531997680664,2,"msms"
235.587000846863,3,"msms"
235.643005371094,4,"msms"
235.697994232178,5,"msms"
235.898995399475,1,"ms"
235.953998565674,2,"msms"
236.009001731873,3,"msms"
236.065006256104,4,"msms"
236.119995117188,5,"msms"
236.320996284485,1,"ms"
236.375999450684,2,"msms"
236.431002616882,3,"msms"
236.487007141113,4,"msms"
236.541996002197,5,"msms"
236.742997169495,1,"ms"
236.798000335693,2,"msms"
236.853003501892,3,"msms"
236.908993721008,4,"msms"
236.963996887207,5,"msms"
237.164998054504,1,"ms"
237.220001220703,2,"msms"
237.275004386902,3,"msms"
237.329993247986,4,"msms"
237.385997772217,5,"msms"
237.585997581482,1,"ms"
237.642002105713,2,"msms"
237.697005271912,3,"msms"
237.751994132996,4,"msms"
237.806997299194,5,"msms"
238.007998466492,1,"ms"
238.06300163269,2,"msms"
238.118004798889,3,"msms"
238.173995018005,4,"msms"
238.228998184204,5,"msms"
238.429999351501,1,"ms"
238.4850025177,2,"msms"
238.541007041931,3,"msms"
238.595995903015,4,"msms"
238.652000427246,5,"msms"
238.852000236511,1,"ms"
238.90700340271,2,"msms"
238.962993621826,3,"msms"
239.017996788025,4,"msms"
239.072999954224,5,"msms"
239.274001121521,1,"ms"
239.32900428772,2,"msms"
239.383993148804,3,"msms"
239.439997673035,4,"msms"
239.495000839233,5,"msms"
239.695000648499,1,"ms"
239.751005172729,2,"msms"
239.805994033813,3,"msms"
239.861998558044,4,"msms"
239.917001724243,5,"msms"
240.117988586426,6,"lm"
240.318002700806,1,"ms"
240.37299156189,2,"msms"
240.428009033203,3,"msms"
240.483999252319,4,"msms"
240.538988113403,5,"msms"
240.739002227783,1,"ms"
240.793991088867,2,"msms"
240.850009918213,3,"msms"
240.904998779297,4,"msms"
240.959987640381,5,"msms"
241.161003112793,1,"ms"
241.215991973877,2,"msms"
241.272010803223,3,"msms"
241.326999664307,4,"msms"
241.382989883423,5,"msms"
241.583003997803,1,"ms"
241.638994216919,2,"msms"
241.694011688232,3,"msms"
241.749000549316,4,"msms"
241.8039894104,5,"msms"
242.005004882812,1,"ms"
242.059993743896,2,"msms"
242.116012573242,3,"msms"
242.171001434326,4,"msms"
242.226991653442,5,"msms"
242.428007125854,1,"ms"
242.482995986938,2,"msms"
242.538013458252,3,"msms"
242.593002319336,4,"msms"
242.648992538452,5,"msms"
242.849006652832,1,"ms"
242.904996871948,2,"msms"
242.959985733032,3,"msms"
243.016004562378,4,"msms"
243.070993423462,5,"msms"
243.272008895874,1,"ms"
243.32799911499,2,"msms"
243.382987976074,3,"msms"
243.438005447388,4,"msms"
243.493995666504,5,"msms"
243.694009780884,1,"ms"
243.75,2,"msms"
243.804988861084,3,"msms"
243.860006332397,4,"msms"
243.915996551514,5,"msms"
244.116010665894,1,"ms"
244.17200088501,2,"msms"
244.226989746094,3,"msms"
244.282007217407,4,"msms"
244.337997436523,5,"msms"
244.538011550903,1,"ms"
244.59400177002,2,"msms"
244.648990631104,3,"msms"
244.705009460449,4,"msms"
244.759998321533,5,"msms"
244.960012435913,1,"ms"
245.016002655029,2,"msms"
245.070991516113,3,"msms"
245.126008987427,4,"msms"
245.180997848511,5,"msms"
245.382013320923,1,"ms"
245.437002182007,2,"msms"
245.491991043091,3,"msms"
245.548009872437,4,"msms"
245.602998733521,5,"msms"
245.8030128479,1,"ms"
245.859003067017,2,"msms"
245.913991928101,3,"msms"
245.969009399414,4,"msms"
246.02499961853,5,"msms"
246.22501373291,1,"ms"
246.280002593994,2,"msms"
246.33599281311,3,"msms"
246.391010284424,4,"msms"
246.445999145508,5,"msms"
246.64698600769,1,"ms"
246.702003479004,2,"msms"
246.756992340088,3,"msms"
246.813011169434,4,"msms"
246.868000030518,5,"msms"
247.0689868927,1,"ms"
247.124004364014,2,"msms"
247.178993225098,3,"msms"
247.234010696411,4,"msms"
247.290000915527,5,"msms"
247.489986419678,1,"ms"
247.546005249023,2,"msms"
247.600994110107,3,"msms"
247.656011581421,4,"msms"
247.711000442505,5,"msms"
247.911987304688,1,"ms"
247.967004776001,2,"msms"
