"rt","f","type"
24.083000421524,3,"msms"
24.1380000114441,4,"msms"
24.1929996013641,5,"msms"
24.3940007686615,1,"ms"
24.4490003585815,2,"msms"
24.5049995183945,3,"msms"
24.5599991083145,4,"msms"
24.6160000562668,5,"msms"
24.8159998655319,1,"ms"
24.8720008134842,2,"msms"
24.9270004034042,3,"msms"
24.9819999933243,4,"msms"
25.0379991531372,5,"msms"
25.2380007505417,1,"ms"
25.2939999103546,2,"msms"
25.3489995002747,3,"msms"
25.4050004482269,4,"msms"
25.460000038147,5,"msms"
25.6599998474121,1,"ms"
25.7160007953644,2,"msms"
25.7710003852844,3,"msms"
25.8259999752045,4,"msms"
25.8819991350174,5,"msms"
26.0820007324219,1,"ms"
26.1370003223419,2,"msms"
26.1929994821548,3,"msms"
26.2480008602142,4,"msms"
26.3030004501343,5,"msms"
26.5039998292923,1,"ms"
26.5589994192123,2,"msms"
26.6140007972717,3,"msms"
26.6690003871918,4,"msms"
26.7249995470047,5,"msms"
26.9249993562698,1,"ms"
26.9810003042221,2,"msms"
27.0359998941422,3,"msms"
27.0909994840622,4,"msms"
27.1470004320145,5,"msms"
27.3470002412796,1,"ms"
27.4029994010925,2,"msms"
27.4580007791519,3,"msms"
27.5139999389648,4,"msms"
27.5689995288849,5,"msms"
27.76899933815,1,"ms"
27.8250002861023,2,"msms"
27.8799998760223,3,"msms"
27.9349994659424,4,"msms"
27.9910004138947,5,"msms"
28.1910002231598,1,"ms"
28.2459998130798,2,"msms"
28.3009994029999,3,"msms"
28.3570003509521,4,"msms"
28.4119999408722,5,"msms"
28.6119997501373,1,"ms"
28.6680006980896,2,"msms"
28.7230002880096,3,"msms"
28.7789994478226,4,"msms"
28.834000825882,5,"msms"
29.03500020504,1,"ms"
29.08999979496,2,"msms"
29.1460007429123,3,"msms"
29.2010003328323,4,"msms"
29.2559999227524,5,"msms"
29.4569993019104,1,"ms"
29.5120006799698,2,"msms"
29.5670002698898,3,"msms"
29.6229994297028,4,"msms"
29.6780008077621,5,"msms"
29.8780006170273,1,"ms"
29.9339997768402,2,"msms"
29.9889993667603,3,"msms"
30.0439989566803,4,"msms"
30.0999999046326,5,"msms"
30.2999997138977,1,"ms"
30.35600066185,2,"msms"
30.41100025177,3,"msms"
30.4670011997223,4,"msms"
30.5220007896423,5,"msms"
30.7220005989075,1,"ms"
30.7780015468597,2,"msms"
30.8330011367798,3,"msms"
30.8880007266998,4,"msms"
30.9430003166199,5,"msms"
31.1440014839172,1,"ms"
31.1990010738373,2,"msms"
31.2540006637573,3,"msms"
31.3100016117096,4,"msms"
31.3650012016296,5,"msms"
31.5659987926483,1,"ms"
31.6209983825684,2,"msms"
31.6760015487671,3,"msms"
31.7319989204407,4,"msms"
31.7869985103607,5,"msms"
31.9869983196259,1,"ms"
32.0429992675781,2,"msms"
32.0979988574982,3,"msms"
32.1529984474182,4,"msms"
32.2089993953705,5,"msms"
32.4089992046356,1,"ms"
32.4639987945557,2,"msms"
32.5199997425079,3,"msms"
32.574999332428,4,"msms"
32.629998922348,5,"msms"
32.8310000896454,1,"ms"
32.8859996795654,2,"msms"
32.9420006275177,3,"msms"
32.9970002174377,4,"msms"
33.05300116539,5,"msms"
33.2530009746552,1,"ms"
33.3089983463287,2,"msms"
33.3640015125275,3,"msms"
33.4190011024475,4,"msms"
33.4749984741211,5,"msms"
33.6749982833862,1,"ms"
33.730001449585,2,"msms"
33.7859988212585,3,"msms"
33.8409984111786,4,"msms"
33.8969993591309,5,"msms"
34.096999168396,1,"ms"
34.151998758316,2,"msms"
34.2069983482361,3,"msms"
34.2629992961884,4,"msms"
34.3179988861084,5,"msms"
34.5179986953735,1,"ms"
34.5739996433258,2,"msms"
34.6289992332458,3,"msms"
34.6839988231659,4,"msms"
34.7399997711182,5,"msms"
34.9399995803833,1,"ms"
34.9960005283356,2,"msms"
35.0510001182556,3,"msms"
35.1059997081757,4,"msms"
35.1620006561279,5,"msms"
35.3620004653931,1,"ms"
35.4170000553131,2,"msms"
35.4730010032654,3,"msms"
35.5280005931854,4,"msms"
35.5840015411377,5,"msms"
35.7840013504028,1,"ms"
35.8390009403229,2,"msms"
35.8949983119965,3,"msms"
35.9500014781952,4,"msms"
36.0059988498688,5,"msms"
36.2059986591339,1,"ms"
36.260998249054,2,"msms"
36.3169991970062,3,"msms"
36.3719987869263,4,"msms"
36.4269983768463,5,"msms"
36.6279995441437,1,"ms"
36.6829991340637,2,"msms"
36.739000082016,3,"msms"
36.793999671936,4,"msms"
36.8489992618561,5,"msms"
37.0500004291534,1,"ms"
37.1050000190735,2,"msms"
37.1610009670258,3,"msms"
37.2160005569458,4,"msms"
37.2710001468658,5,"msms"
37.4720013141632,1,"ms"
37.5270009040833,2,"msms"
37.5829982757568,3,"msms"
37.6380014419556,4,"msms"
37.6939988136292,5,"msms"
37.8939986228943,1,"ms"
37.9499995708466,2,"msms"
38.0049991607666,3,"msms"
38.0610001087189,4,"msms"
38.1159996986389,5,"msms"
38.3159995079041,1,"ms"
38.3720004558563,2,"msms"
38.4270000457764,3,"msms"
38.4819996356964,4,"msms"
38.5380005836487,5,"msms"
38.7380003929138,1,"ms"
38.7929999828339,2,"msms"
38.8479995727539,3,"msms"
38.9040005207062,4,"msms"
38.9590001106262,5,"msms"
39.1589999198914,1,"ms"
39.2150008678436,2,"msms"
39.2700004577637,3,"msms"
39.3250000476837,4,"msms"
39.381000995636,5,"msms"
39.5810008049011,1,"ms"
39.6360003948212,2,"msms"
39.6920013427734,3,"msms"
39.7470009326935,4,"msms"
39.8029983043671,5,"msms"
40.0030016899109,1,"ms"
40.0580012798309,2,"msms"
40.1139986515045,3,"msms"
40.1689982414246,4,"msms"
40.2240014076233,5,"msms"
40.424998998642,1,"ms"
40.479998588562,2,"msms"
40.5350017547607,3,"msms"
40.5909991264343,4,"msms"
40.6459987163544,5,"msms"
40.8459985256195,1,"ms"
40.9019994735718,2,"msms"
40.9569990634918,3,"msms"
41.0130000114441,4,"msms"
41.0679996013641,5,"msms"
41.2690007686615,1,"ms"
41.3240003585815,2,"msms"
41.3789999485016,3,"msms"
41.4350008964539,4,"msms"
41.4900004863739,5,"msms"
41.690000295639,1,"ms"
41.7460012435913,2,"msms"
41.8010008335114,3,"msms"
41.8570017814636,4,"msms"
41.9120013713837,5,"msms"
42.1120011806488,1,"ms"
42.1679985523224,2,"msms"
42.2230017185211,3,"msms"
42.2780013084412,4,"msms"
42.3339986801147,5,"msms"
42.5339984893799,1,"ms"
42.5890016555786,2,"msms"
42.6449990272522,3,"msms"
42.7009999752045,4,"msms"
42.7559995651245,5,"msms"
42.9559993743896,1,"ms"
43.0120003223419,2,"msms"
43.066999912262,3,"msms"
43.121999502182,4,"msms"
43.1780004501343,5,"msms"
43.3780002593994,1,"ms"
43.4329998493195,2,"msms"
43.4890007972717,3,"msms"
43.5440003871918,4,"msms"
43.5989999771118,5,"msms"
43.8000011444092,1,"ms"
43.8550007343292,2,"msms"
43.911999464035,3,"msms"
43.9669990539551,4,"msms"
44.0230000019073,5,"msms"
44.2229998111725,1,"ms"
44.2779994010925,2,"msms"
44.3340003490448,3,"msms"
44.3889999389648,4,"msms"
44.4450008869171,5,"msms"
44.6459984779358,6,"lm"
44.8459982872009,1,"ms"
44.9019992351532,2,"msms"
44.9569988250732,3,"msms"
45.0119984149933,4,"msms"
45.067001581192,5,"msms"
45.2679991722107,1,"ms"
45.3229987621307,2,"msms"
45.378999710083,3,"msms"
45.4339993000031,4,"msms"
45.4900002479553,5,"msms"
45.6900000572205,1,"ms"
45.7460010051727,2,"msms"
45.8010005950928,3,"msms"
45.8560001850128,4,"msms"
45.9120011329651,5,"msms"
46.1120009422302,1,"ms"
46.1670005321503,2,"msms"
46.2220001220703,3,"msms"
46.2780010700226,4,"msms"
46.3330006599426,5,"msms"
46.5339982509613,1,"ms"
46.58900141716,2,"msms"
46.6449987888336,3,"msms"
46.6999983787537,4,"msms"
46.7550015449524,5,"msms"
46.9559991359711,1,"ms"
47.0109987258911,2,"msms"
47.0669996738434,3,"msms"
47.1219992637634,4,"msms"
47.1780002117157,5,"msms"
47.3780000209808,1,"ms"
47.4329996109009,2,"msms"
47.4890005588531,3,"msms"
47.5440001487732,4,"msms"
47.5989997386932,5,"msms"
47.8000009059906,1,"ms"
47.8550004959106,2,"msms"
47.9110014438629,3,"msms"
47.966001033783,4,"msms"
48.021000623703,5,"msms"
48.2219982147217,1,"ms"
48.2770013809204,2,"msms"
48.332998752594,3,"msms"
48.387998342514,4,"msms"
48.4430015087128,5,"msms"
48.6439990997314,1,"ms"
48.6989986896515,2,"msms"
48.7549996376038,3,"msms"
48.8099992275238,4,"msms"
48.8660001754761,5,"msms"
49.0659999847412,1,"ms"
49.1209995746613,2,"msms"
49.1770005226135,3,"msms"
49.2320001125336,4,"msms"
49.2869997024536,5,"msms"
49.488000869751,1,"ms"
49.543000459671,2,"msms"
49.5980000495911,3,"msms"
49.6540009975433,4,"msms"
49.7090005874634,5,"msms"
49.9090003967285,1,"ms"
49.9650013446808,2,"msms"
50.0200009346008,3,"msms"
50.0750005245209,4,"msms"
50.1310014724731,5,"msms"
50.3310012817383,1,"ms"
50.3860008716583,2,"msms"
50.4419982433319,3,"msms"
50.4970014095306,4,"msms"
50.5520009994507,5,"msms"
50.7529985904694,1,"ms"
50.8080017566681,2,"msms"
50.8639991283417,3,"msms"
50.9189987182617,4,"msms"
50.9739983081818,5,"msms"
51.1740016937256,1,"ms"
51.2299990653992,2,"msms"
51.2849986553192,3,"msms"
51.3399982452393,4,"msms"
51.3959991931915,5,"msms"
51.5959990024567,1,"ms"
51.6519999504089,2,"msms"
51.706999540329,3,"msms"
51.761999130249,4,"msms"
51.8180000782013,5,"msms"
52.0179998874664,1,"ms"
52.0729994773865,2,"msms"
52.1290004253387,3,"msms"
52.185001373291,4,"msms"
52.2400009632111,5,"msms"
52.4400007724762,1,"ms"
52.4950003623962,2,"msms"
52.5510013103485,3,"msms"
52.6060009002686,4,"msms"
52.6610004901886,5,"msms"
52.862001657486,1,"ms"
52.917001247406,2,"msms"
52.972000837326,3,"msms"
53.0280017852783,4,"msms"
53.0830013751984,5,"msms"
53.2830011844635,1,"ms"
53.3389985561371,2,"msms"
53.3940017223358,3,"msms"
53.4490013122559,4,"msms"
53.5049986839294,5,"msms"
53.7049984931946,1,"ms"
53.7600016593933,2,"msms"
53.8159990310669,3,"msms"
53.8709986209869,4,"msms"
53.9260017871857,5,"msms"
54.1269993782043,1,"ms"
54.1819989681244,2,"msms"
54.2379999160767,3,"msms"
54.2929995059967,4,"msms"
54.3479990959167,5,"msms"
54.5490002632141,1,"ms"
54.6039998531342,2,"msms"
54.6589994430542,3,"msms"
54.7150003910065,4,"msms"
54.7699999809265,5,"msms"
54.9710011482239,1,"ms"
55.0260007381439,2,"msms"
55.081000328064,3,"msms"
55.1370012760162,4,"msms"
55.1920008659363,5,"msms"
55.3920006752014,1,"ms"
55.4480016231537,2,"msms"
55.5030012130737,3,"msms"
55.5589985847473,4,"msms"
55.614001750946,5,"msms"
55.8149993419647,1,"ms"
55.8699989318848,2,"msms"
55.925999879837,3,"msms"
55.9820008277893,4,"msms"
56.0370004177094,5,"msms"
56.2370002269745,1,"ms"
56.2930011749268,2,"msms"
56.3480007648468,3,"msms"
56.4030003547668,4,"msms"
56.4579999446869,5,"msms"
56.6590011119843,1,"ms"
56.7140007019043,2,"msms"
56.7700016498566,3,"msms"
56.8250012397766,4,"msms"
56.8809986114502,5,"msms"
57.0809984207153,1,"ms"
57.1360015869141,2,"msms"
57.1919989585876,3,"msms"
57.2469985485077,4,"msms"
57.30299949646,5,"msms"
57.5029993057251,1,"ms"
57.5579988956451,2,"msms"
57.6139998435974,3,"msms"
57.6689994335175,4,"msms"
57.7239990234375,5,"msms"
57.9250001907349,1,"ms"
57.9810011386871,2,"msms"
58.0360007286072,3,"msms"
58.0920016765594,4,"msms"
58.1470012664795,5,"msms"
58.3470010757446,1,"ms"
58.4029984474182,2,"msms"
58.4580016136169,3,"msms"
58.513001203537,4,"msms"
58.5689985752106,5,"msms"
58.7689983844757,1,"ms"
58.8240015506744,2,"msms"
58.879998922348,3,"msms"
58.9349985122681,4,"msms"
58.9909994602203,5,"msms"
59.1909992694855,1,"ms"
59.2459988594055,2,"msms"
59.3019998073578,3,"msms"
59.3569993972778,4,"msms"
59.4119989871979,5,"msms"
59.6130001544952,1,"ms"
59.6679997444153,2,"msms"
59.7229993343353,3,"msms"
59.7779989242554,4,"msms"
59.8339998722076,5,"msms"
60.0340032577515,1,"ms"
60.0889992713928,2,"msms"
60.1449966430664,3,"msms"
60.1999998092651,4,"msms"
60.2559971809387,5,"msms"
60.4559969902039,1,"ms"
60.5110001564026,2,"msms"
60.5660033226013,3,"msms"
60.6220006942749,4,"msms"
60.6769967079163,5,"msms"
60.8779978752136,1,"ms"
60.9349966049194,2,"msms"
60.9899997711182,3,"msms"
61.0459971427917,4,"msms"
61.1010003089905,5,"msms"
61.3020014762878,1,"ms"
61.3569974899292,2,"msms"
61.4130020141602,3,"msms"
61.4679980278015,4,"msms"
61.5230011940002,5,"msms"
61.7230010032654,1,"ms"
61.778998374939,2,"msms"
61.8340015411377,3,"msms"
61.8889975547791,4,"msms"
61.94500207901,5,"msms"
62.1460032463074,1,"ms"
62.2009992599487,2,"msms"
62.2560024261475,3,"msms"
62.311999797821,4,"msms"
62.3670029640198,5,"msms"
62.5670027732849,1,"ms"
62.6230001449585,2,"msms"
62.6780033111572,3,"msms"
62.7340006828308,4,"msms"
62.7889966964722,5,"msms"
62.9889965057373,1,"ms"
63.0450010299683,2,"msms"
63.1009984016418,3,"msms"
63.1560015678406,4,"msms"
63.2119989395142,5,"msms"
63.4119987487793,1,"ms"
63.467001914978,2,"msms"
63.5229992866516,3,"msms"
63.5780024528503,4,"msms"
63.6329984664917,5,"msms"
63.8339996337891,1,"ms"
63.8890027999878,2,"msms"
63.9450001716614,3,"msms"
64.0000033378601,4,"msms"
64.0560007095337,5,"msms"
64.2560005187988,1,"ms"
64.3119978904724,2,"msms"
64.3670010566711,3,"msms"
64.4229984283447,4,"msms"
64.4780015945435,5,"msms"
64.6790027618408,1,"ms"
64.7339987754822,2,"msms"
64.7890019416809,3,"msms"
64.8439979553223,4,"msms"
64.9000024795532,5,"msms"
65.1000022888184,1,"ms"
65.1549983024597,2,"msms"
65.2110028266907,3,"msms"
65.265998840332,4,"msms"
65.322003364563,5,"msms"
65.5220031738281,1,"ms"
65.5769991874695,2,"msms"
65.6320023536682,3,"msms"
65.6879997253418,4,"msms"
65.7430028915405,5,"msms"
65.9430027008057,1,"ms"
65.9990000724792,2,"msms"
66.054003238678,3,"msms"
66.1089992523193,4,"msms"
66.1649966239929,5,"msms"
66.3659977912903,6,"lm"
66.5659976005554,1,"ms"
66.6210007667542,2,"msms"
66.6769981384277,3,"msms"
66.7320013046265,4,"msms"
66.7869973182678,5,"msms"
66.9879984855652,1,"ms"
67.0430016517639,2,"msms"
67.0979976654053,3,"msms"
67.153000831604,4,"msms"
67.2089982032776,5,"msms"
67.4089980125427,1,"ms"
67.4640011787415,2,"msms"
67.5189971923828,3,"msms"
67.5750017166138,4,"msms"
67.6299977302551,5,"msms"
67.8309988975525,1,"ms"
67.8860020637512,2,"msms"
67.943000793457,3,"msms"
67.9979968070984,4,"msms"
68.0529999732971,5,"msms"
68.2540011405945,1,"ms"
68.3089971542358,2,"msms"
68.3650016784668,3,"msms"
68.4199976921082,4,"msms"
68.4750008583069,5,"msms"
68.6760020256042,1,"ms"
68.7309980392456,2,"msms"
68.7860012054443,3,"msms"
68.8419985771179,4,"msms"
68.8970017433167,5,"msms"
69.098002910614,1,"ms"
69.1529989242554,2,"msms"
69.2090034484863,3,"msms"
69.2639994621277,4,"msms"
69.3190026283264,5,"msms"
69.5199966430664,1,"ms"
69.5749998092651,2,"msms"
69.6300029754639,3,"msms"
69.6860003471375,4,"msms"
69.7410035133362,5,"msms"
69.9410033226013,1,"ms"
69.9970006942749,2,"msms"
70.0519967079163,3,"msms"
70.1080012321472,4,"msms"
70.1629972457886,5,"msms"
70.3639984130859,1,"ms"
70.4190015792847,2,"msms"
70.473997592926,3,"msms"
70.530002117157,4,"msms"
70.5849981307983,5,"msms"
70.7849979400635,1,"ms"
70.8410024642944,2,"msms"
70.896999835968,3,"msms"
70.9520030021667,4,"msms"
71.0069990158081,5,"msms"
71.2080001831055,1,"ms"
71.2630033493042,2,"msms"
71.3179993629456,3,"msms"
71.3730025291443,4,"msms"
71.4289999008179,5,"msms"
71.628999710083,1,"ms"
71.6840028762817,2,"msms"
71.7400002479553,3,"msms"
71.7950034141541,4,"msms"
71.8499994277954,5,"msms"
72.0510005950928,1,"ms"
72.1059966087341,2,"msms"
72.1609997749329,3,"msms"
72.2169971466064,4,"msms"
72.2720003128052,5,"msms"
72.4730014801025,1,"ms"
72.5279974937439,2,"msms"
72.5830006599426,3,"msms"
72.6389980316162,4,"msms"
72.6940011978149,5,"msms"
72.8940010070801,1,"ms"
72.9489970207214,2,"msms"
73.0050015449524,3,"msms"
73.0599975585938,4,"msms"
73.1160020828247,5,"msms"
73.3160018920898,1,"ms"
73.3719992637634,2,"msms"
73.4270024299622,3,"msms"
73.4819984436035,4,"msms"
73.5380029678345,5,"msms"
73.7380027770996,1,"ms"
73.792998790741,2,"msms"
73.8480019569397,3,"msms"
73.9039993286133,4,"msms"
73.959002494812,5,"msms"
74.159996509552,1,"ms"
74.2149996757507,2,"msms"
74.2709970474243,3,"msms"
74.326000213623,4,"msms"
74.3819975852966,5,"msms"
74.582998752594,1,"ms"
74.6380019187927,2,"msms"
74.6929979324341,3,"msms"
74.749002456665,4,"msms"
74.8039984703064,5,"msms"
75.0039982795715,1,"ms"
75.0600028038025,2,"msms"
75.1149988174438,3,"msms"
75.1710033416748,4,"msms"
75.2259993553162,5,"msms"
75.4259991645813,1,"ms"
75.4819965362549,2,"msms"
75.5369997024536,3,"msms"
75.5929970741272,4,"msms"
75.6480002403259,5,"msms"
75.8480000495911,1,"ms"
75.9039974212646,2,"msms"
75.9590005874634,3,"msms"
76.0139966011047,4,"msms"
76.0700011253357,5,"msms"
76.2700009346008,1,"ms"
76.3249969482422,2,"msms"
76.3810014724731,3,"msms"
76.4359974861145,4,"msms"
76.4920020103455,5,"msms"
76.6920018196106,1,"ms"
76.746997833252,2,"msms"
76.8020009994507,3,"msms"
76.8579983711243,4,"msms"
76.913001537323,5,"msms"
77.1140027046204,1,"ms"
77.1689987182617,2,"msms"
77.2250032424927,3,"msms"
77.279999256134,4,"msms"
77.3350024223328,5,"msms"
77.5350022315979,1,"ms"
77.5909996032715,2,"msms"
77.6460027694702,3,"msms"
77.7009987831116,4,"msms"
77.7570033073425,5,"msms"
77.9570031166077,1,"ms"
78.011999130249,2,"msms"
78.0679965019226,3,"msms"
78.1229996681213,4,"msms"
78.1789970397949,5,"msms"
78.3799982070923,1,"ms"
78.435001373291,2,"msms"
78.4909987449646,3,"msms"
78.5460019111633,4,"msms"
78.6009979248047,5,"msms"
78.8019990921021,1,"ms"
78.8570022583008,2,"msms"
78.9129996299744,3,"msms"
78.9680027961731,4,"msms"
79.0229988098145,5,"msms"
79.2229986190796,1,"ms"
79.2790031433105,2,"msms"
79.3339991569519,3,"msms"
79.3890023231506,4,"msms"
79.4449996948242,5,"msms"
79.6449995040894,1,"ms"
79.7009968757629,2,"msms"
79.7560000419617,3,"msms"
79.8119974136353,4,"msms"
79.867000579834,5,"msms"
80.0670003890991,1,"ms"
80.1229977607727,2,"msms"
80.1780009269714,3,"msms"
80.233998298645,4,"msms"
80.2890014648438,5,"msms"
80.4890012741089,1,"ms"
80.5449986457825,2,"msms"
80.6000018119812,3,"msms"
