"","MS1_MASS_DAC_SETTING","LM_RESOLUTION_SETTING","SOURCE_BIAS_SETTING","SAMPLE_CONE_VOLTAGE_SETTING","targetMass","targetTime"
"9023",4857.6172,NA,-60,-30,292.1875,766.690006256104
"9024",2182.7684,NA,-100,-30,131.2943,766.744995117188
"9025",2182.7684,NA,-60,-30,131.2943,766.801013946533
"9026",3812.7949,NA,-100,-30,229.341,766.856002807617
"9027",NA,NA,NA,-30,NA,767.055988311768
"9028",5101.9496,NA,-100,-30,306.8842,767.112007141113
"9029",2284.9946,NA,-60,-30,137.4433,767.166996002197
"9030",2520.7712,NA,-80,-30,151.6253,767.221984863281
"9031",2520.7712,NA,-120,-30,151.6253,767.278003692627
"9032",NA,NA,NA,-30,NA,767.477989196777
"9033",3707.0054,NA,-120,-30,222.9778,767.532978057861
"9034",6009.2216,NA,-80,-30,361.4569,767.588024139404
"9035",4407.3596,NA,-60,-30,265.1043,767.643985748291
"9036",4407.3596,NA,-100,-30,265.1043,767.698974609375
"9037",NA,NA,NA,-30,NA,767.899017333984
"9038",5709.38,NA,-60,-30,343.4214,767.954978942871
"9039",5709.38,NA,-100,-30,343.4214,768.010025024414
"9040",7370.5619,NA,-80,-30,443.3421,768.065986633301
"9041",7370.5619,NA,-120,-30,443.3421,768.120975494385
"9042",NA,NA,NA,-30,NA,768.321990966797
"9043",6009.2216,NA,-60,-30,361.4569,768.376979827881
"9044",3707.0054,NA,-100,-30,222.9778,768.432025909424
"9045",5096.597,NA,-80,-30,306.5622,768.487014770508
"9046",5988.3003,NA,-120,-30,360.1985,768.542976379395
"9047",NA,NA,NA,-30,NA,768.743019104004
"9048",2419.8424,NA,-120,-30,145.5544,768.798007965088
"9049",2038.2699,NA,-100,-30,122.6027,768.857002258301
"9050",2440.1906,NA,-100,-30,146.7784,768.911991119385
"9051",1972.6564,NA,-80,-30,118.656,768.96800994873
"9052",NA,NA,NA,-30,NA,769.167995452881
"9053",5709.38,NA,-60,-30,343.4214,769.222984313965
"9054",5709.38,NA,-120,-30,343.4214,769.279003143311
"9055",6527.5296,NA,-120,-30,392.6334,769.333992004395
"9056",6527.5296,NA,-60,-30,392.6334,769.388980865479
"9057",NA,NA,NA,-30,NA,769.589023590088
"9058",5214.9096,NA,-60,-30,313.6788,769.644985198975
"9059",2069.4353,NA,-100,-30,124.4773,769.699974060059
"9060",6331.0032,NA,-80,-30,380.8122,769.755020141602
"9061",6215.9393,NA,-100,-30,373.8911,769.810981750488
"9062",NA,NA,NA,-30,NA,770.0119972229
"9063",5534.1717,NA,-80,-30,332.8825,770.066986083984
"9064",3285.6973,NA,-80,-30,197.6359,770.121974945068
"9065",3285.6973,NA,-100,-30,197.6359,770.177993774414
"9066",5534.1717,NA,-120,-30,332.8825,770.232982635498
"9067",NA,NA,NA,-30,NA,770.433025360107
"9068",6215.9393,NA,-100,-30,373.8911,770.488986968994
"9069",6331.0032,NA,-60,-30,380.8122,770.543975830078
"9070",1366.312,NA,-60,-30,82.1842,770.599021911621
"9071",3351.5352,NA,-100,-30,201.5961,770.654010772705
"9072",NA,NA,NA,-30,NA,770.855026245117
"9073",2879.1029,NA,-60,-30,173.1791,770.910015106201
"9074",7370.5619,NA,-120,-30,443.3421,770.965003967285
"9075",7370.5619,NA,-80,-30,443.3421,771.021022796631
"9076",2443.9843,NA,-80,-30,147.0066,771.076011657715
"9077",NA,NA,NA,-30,NA,771.275997161865
"9078",2443.9843,NA,-100,-30,147.0066,771.332015991211
"9079",2796.0284,NA,-80,-30,168.1822,771.387004852295
"9080",5247.7765,NA,-80,-30,315.6557,771.441993713379
"9081",2399.0401,NA,-80,-30,144.3032,771.496982574463
"9082",NA,NA,NA,-30,NA,771.697998046875
"9083",2443.9843,NA,-60,-30,147.0066,771.752986907959
"9084",2443.9843,NA,-60,-30,147.0066,771.807975769043
"9085",2796.0284,NA,-60,-30,168.1822,771.863021850586
"9086",2796.0284,NA,-120,-30,168.1822,771.918983459473
"9087",NA,NA,NA,-30,NA,772.119026184082
"9088",2100.301,NA,-100,-30,126.3339,772.174987792969
"9089",2100.301,NA,-80,-30,126.3339,772.229976654053
"9090",3539.057,NA,-60,-30,212.8756,772.285022735596
"9091",2796.0284,NA,-80,-30,168.1822,772.34001159668
"9092",NA,NA,NA,-30,NA,772.53999710083
"9093",4866.8962,NA,-120,-30,292.7456,772.596015930176
"9094",1751.365,NA,-80,-30,105.3453,772.653007507324
"9095",5105.4595,NA,-80,-30,307.0953,772.707996368408
"9096",5398.8465,NA,-80,-30,324.7426,772.764015197754
"9097",NA,NA,NA,-30,NA,772.964000701904
"9098",5076.5839,NA,-60,-30,305.3584,773.018989562988
"9099",5076.5839,NA,-60,-30,305.3584,773.075008392334
"9100",3674.3358,NA,-60,-30,221.0127,773.129997253418
"9101",1637.9494,NA,-60,-30,98.5233,773.186016082764
"9102",NA,NA,NA,-30,NA,773.386001586914
"9103",3399.2521,NA,-60,-30,204.4663,773.44202041626
"9104",8899.0021,NA,-80,-30,535.2783,773.497009277344
"9105",4866.8962,NA,-60,-30,292.7456,773.551998138428
"9106",1751.365,NA,-100,-30,105.3453,773.606986999512
"9107",NA,NA,NA,-30,NA,773.808002471924
"9108",4866.8962,NA,-120,-30,292.7456,773.862991333008
"9109",3399.2521,NA,-60,-30,204.4663,773.917980194092
"9110",1582.833,NA,-80,-30,95.208,773.973999023438
"9111",1582.833,NA,-120,-30,95.208,774.028987884521
"9112",NA,NA,NA,-30,NA,774.228973388672
"9113",4155.231,NA,-100,-30,249.9387,774.284992218018
"9114",4122.468,NA,-80,-30,247.968,774.339981079102
"9115",4122.468,NA,-100,-30,247.968,774.395027160645
"9116",5629.3063,NA,-120,-30,338.6049,774.450988769531
"9117",NA,NA,NA,-30,NA,774.650974273682
"9118",3389.8706,NA,-120,-30,203.902,774.706020355225
"9119",4866.8962,NA,-100,-30,292.7456,774.761981964111
"9120",8899.0021,NA,-60,-30,535.2783,774.817028045654
"9121",3285.6973,NA,-80,-30,197.6359,774.872016906738
"9122",NA,NA,NA,-30,NA,775.072975158691
"9123",4519.8229,NA,-60,-30,271.869,775.128021240234
"9124",3804.2595,NA,-120,-30,228.8276,775.183010101318
"9125",3804.2595,NA,-120,-30,228.8276,775.237998962402
"9126",4859.2138,NA,-80,-30,292.2835,775.292987823486
"9127",NA,NA,NA,-30,NA,775.494003295898
"9128",4519.8229,NA,-60,-30,271.869,775.548992156982
"9129",4519.8229,NA,-60,-30,271.869,775.603981018066
"9130",3804.2595,NA,-60,-30,228.8276,775.659999847412
"9131",3804.2595,NA,-60,-30,228.8276,775.714988708496
"9132",NA,NA,NA,-30,NA,775.914974212646
"9133",2324.3917,NA,-120,-30,139.813,775.974025726318
"9134",3522.4617,NA,-100,-30,211.8774,776.029014587402
"9135",3522.4617,NA,-120,-30,211.8774,776.084003448486
"9136",4381.4906,NA,-60,-30,263.5483,776.140022277832
"9137",NA,NA,NA,-30,NA,776.340007781982
"9138",4519.8229,NA,-100,-30,271.869,776.394996643066
"9139",2733.2118,NA,-100,-30,164.4037,776.44998550415
"9140",7065.4079,NA,-100,-30,424.9869,776.506004333496
"9141",7065.4079,NA,-60,-30,424.9869,776.56099319458
"9142",NA,NA,NA,-30,NA,776.762008666992
"9143",5012.6506,NA,-120,-30,301.5128,776.816997528076
"9144",2700.8268,NA,-80,-30,162.4557,776.873989105225
"9145",6231.0219,NA,-80,-30,374.7983,776.928977966309
"9146",2220.8322,NA,-120,-30,133.5839,776.984996795654
"9147",NA,NA,NA,-30,NA,777.184982299805
"9148",7065.4079,NA,-80,-30,424.9869,777.240028381348
"9149",6527.5296,NA,-80,-30,392.6334,777.295017242432
"9150",5012.6506,NA,-120,-30,301.5128,777.350978851318
"9151",5012.6506,NA,-120,-30,301.5128,777.406024932861
"9152",NA,NA,NA,-30,NA,777.606010437012
"9153",6527.5296,NA,-120,-30,392.6334,777.661972045898
"9154",7065.4079,NA,-60,-30,424.9869,777.717018127441
"9155",1826.2481,NA,-80,-30,109.8495,777.772006988525
"9156",1826.2481,NA,-120,-30,109.8495,777.826995849609
"9157",NA,NA,NA,-30,NA,778.028011322021
"9158",4624.0153,NA,-120,-30,278.1363,778.083000183105
"9159",5012.6506,NA,-60,-30,301.5128,778.137989044189
"9160",6527.5296,NA,-60,-30,392.6334,778.194007873535
"9161",6527.5296,NA,-80,-30,392.6334,778.248996734619
"9162",NA,NA,NA,-30,NA,778.450012207031
"9163",4406.9857,NA,-60,-30,265.0818,778.505001068115
"9164",4406.9857,NA,-120,-30,265.0818,778.561019897461
"9165",4464.5111,NA,-80,-30,268.542,778.616008758545
"9166",4464.5111,NA,-80,-30,268.542,778.670997619629
"9167",NA,NA,NA,-30,NA,778.870983123779
"9168",1949.8012,NA,-120,-30,117.2813,778.927001953125
"9169",4385.517,NA,-120,-30,263.7905,778.983993530273
"9170",4406.9857,NA,-60,-30,265.0818,779.038982391357
"9171",4406.9857,NA,-80,-30,265.0818,779.0940284729
"9172",NA,NA,NA,-30,NA,779.294986724854
"9173",4385.517,NA,-60,-30,263.7905,779.349975585938
"9174",1949.8012,NA,-100,-30,117.2813,779.405994415283
"9175",6989.2504,NA,-80,-30,420.406,779.460983276367
"9176",6989.2504,NA,-120,-30,420.406,779.517002105713
"9177",NA,NA,NA,-30,NA,779.716987609863
"9178",3795.3691,NA,-80,-30,228.2929,779.771976470947
"9179",1975.2449,NA,-80,-30,118.8117,779.82702255249
"9180",1975.2449,NA,-60,-30,118.8117,779.882984161377
"9181",5480.5311,NA,-120,-30,329.656,779.937973022461
"9182",NA,NA,NA,-30,NA,780.138988494873
"9183",5480.5311,NA,-60,-30,329.656,780.193977355957
"9184",5959.4435,NA,-120,-30,358.4628,780.2490234375
"9185",4816.3601,NA,-60,-30,289.7059,780.304985046387
"9186",4816.3601,NA,-60,-30,289.7059,780.359973907471
"9187",NA,NA,NA,-30,NA,780.56001663208
"9188",5959.4435,NA,-60,-30,358.4628,780.615978240967
"9189",4816.3601,NA,-100,-30,289.7059,780.67102432251
"9190",4816.3601,NA,-100,-30,289.7059,780.726013183594
"9191",8899.0021,NA,-60,-30,535.2783,780.78197479248
"9192",NA,NA,NA,-30,NA,780.98201751709
"9193",3395.434,NA,-120,-30,204.2366,781.037979125977
"9194",3395.434,NA,-80,-30,204.2366,781.09302520752
"9195",4782.9853,NA,-120,-30,287.6984,781.148014068604
"9196",7559.1645,NA,-60,-30,454.6866,781.203002929688
"9197",NA,NA,NA,-30,NA,781.4040184021
"9198",7981.9569,NA,-80,-30,480.1177,781.459007263184
"9199",5239.8897,NA,-120,-30,315.1813,781.513996124268
"9200",5239.8897,NA,-120,-30,315.1813,781.568984985352
"9201",1975.2449,NA,-100,-30,118.8117,781.625003814697
"9202",NA,NA,NA,-30,NA,781.824989318848
"9203",1975.2449,NA,-120,-30,118.8117,781.881008148193
"9204",2733.2118,NA,-60,-30,164.4037,781.935997009277
"9205",2733.2118,NA,-120,-30,164.4037,781.990985870361
"9206",7981.9569,NA,-100,-30,480.1177,782.045974731445
"9207",NA,NA,NA,-30,NA,782.246990203857
"9208",7559.1645,NA,-100,-30,454.6866,782.301979064941
"9209",5480.5311,NA,-60,-30,329.656,782.357025146484
"9210",5480.5311,NA,-80,-30,329.656,782.412014007568
"9211",5214.9096,NA,-80,-30,313.6788,782.467975616455
"9212",NA,NA,NA,-30,NA,782.668018341064
"9213",2578.2438,NA,-60,-30,155.0823,782.723979949951
"9214",5253.1936,NA,-80,-30,315.9816,782.779026031494
"9215",5253.1936,NA,-60,-30,315.9816,782.834014892578
"9216",3471.6978,NA,-100,-30,208.8239,782.889003753662
"9217",NA,NA,NA,-30,NA,783.090019226074
"9218",NA,NA,NA,-30,NA,783.290004730225
"9219",2578.2438,NA,-100,-30,155.0823,783.344993591309
"9220",5214.9096,NA,-100,-30,313.6788,783.399982452393
"9221",2213.5897,NA,-60,-30,133.1483,783.456001281738
"9222",2238.9504,NA,-80,-30,134.6737,783.510990142822
"9223",NA,NA,NA,-30,NA,783.710975646973
"9224",2282.095,NA,-100,-30,137.2689,783.766994476318
"9225",5190.8442,NA,-100,-30,312.2312,783.821983337402
"9226",6048.26,NA,-120,-30,363.8051,783.876972198486
"9227",6048.26,NA,-120,-30,363.8051,783.932991027832
"9228",NA,NA,NA,-30,NA,784.132976531982
"9229",2282.095,NA,-120,-30,137.2689,784.188022613525
"9230",4853.9318,NA,-80,-30,291.9658,784.243011474609
"9231",2440.1906,NA,-120,-30,146.7784,784.298973083496
"9232",3932.5055,NA,-80,-30,236.5417,784.354019165039
"9233",NA,NA,NA,-30,NA,784.554004669189
"9234",3932.5055,NA,-120,-30,236.5417,784.610023498535
"9235",5077.8208,NA,-100,-30,305.4328,784.665012359619
"9236",5077.8208,NA,-100,-30,305.4328,784.720001220703
"9237",5680.0128,NA,-100,-30,341.6549,784.776020050049
"9238",NA,NA,NA,-30,NA,784.976005554199
"9239",2103.1528,NA,-80,-30,126.5054,785.032024383545
"9240",2238.9504,NA,-60,-30,134.6737,785.087013244629
"9241",2440.1906,NA,-80,-30,146.7784,785.142002105713
"9242",2238.9504,NA,-80,-30,134.6737,785.196990966797
"9243",NA,NA,NA,-30,NA,785.398006439209
"9244",2103.1528,NA,-100,-30,126.5054,785.452995300293
"9245",2234.4456,NA,-80,-30,134.4027,785.507984161377
"9246",6505.5292,NA,-120,-30,391.31,785.564002990723
"9247",6505.5292,NA,-100,-30,391.31,785.618991851807
"9248",NA,NA,NA,-30,NA,785.818977355957
"9249",2234.4456,NA,-120,-30,134.4027,785.874996185303
"9250",2162.8616,NA,-60,-30,130.0969,785.929985046387
"9251",2162.8616,NA,-60,-30,130.0969,785.992012023926
"9252",5680.0128,NA,-60,-30,341.6549,786.04700088501
"9253",NA,NA,NA,-30,NA,786.248016357422
"9254",4432.7233,NA,-60,-30,266.63,786.303005218506
"9255",9318.8584,NA,-80,-30,560.5328,786.35799407959
"9256",9318.8584,NA,-100,-30,560.5328,786.412982940674
"9257",6331.0032,NA,-80,-30,380.8122,786.46900177002
"9258",NA,NA,NA,-30,NA,786.66898727417
"9259",9126.4086,NA,-60,-30,548.9569,786.725006103516
"9260",1949.8012,NA,-80,-30,117.2813,786.7799949646
"9261",1949.8012,NA,-60,-30,117.2813,786.834983825684
"9262",9126.4086,NA,-60,-30,548.9569,786.889972686768
"9263",NA,NA,NA,-30,NA,787.09098815918
"9264",6331.0032,NA,-120,-30,380.8122,787.145977020264
"9265",3372.7809,NA,-100,-30,202.874,787.201023101807
"9266",3372.7809,NA,-60,-30,202.874,787.256984710693
"9267",4432.7233,NA,-120,-30,266.63,787.311973571777
"9268",NA,NA,NA,-30,NA,787.512016296387
"9269",3701.7111,NA,-120,-30,222.6593,787.567977905273
"9270",3005.143,NA,-100,-30,180.7605,787.623023986816
"9271",3005.143,NA,-80,-30,180.7605,787.678985595703
"9272",6059.2483,NA,-120,-30,364.4661,787.733974456787
"9273",NA,NA,NA,-30,NA,787.934017181396
"9274",1997.3322,NA,-120,-30,120.1403,787.989978790283
"9275",2238.9504,NA,-120,-30,134.6737,788.045024871826
"9276",2190.6251,NA,-120,-30,131.7669,788.10001373291
"9277",2796.0284,NA,-100,-30,168.1822,788.155002593994
"9278",NA,NA,NA,-30,NA,788.356018066406
