"mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","peak_mzmin","peak_mzmax","peak_rtmin","peak_rtmax"
95.0603330419385,95.0239272360236,95.0604159274926,514.563,378.167,594.03,73,95.0238723754883,95.0604782104492,327.363,598.997
95.0854383452428,95.0853473645455,95.0855169675935,260.4135,227.681,311.494,26,95.0851516723633,95.0856399536133,216.13,315.194
96.0637460157788,96.0442812129125,96.0807910593172,528.035,479.82,607.068,72,96.0442276000977,96.0808486938477,471.273,610.782
96.044458128073,96.044266277442,96.0807535968405,437.0725,388.799,474.986,56,96.0442352294922,96.080810546875,382.622,489.471
96.0678831053231,96.0443004495277,96.0680719005107,698.091,659.335,714.191,44,96.0442047119141,96.0682678222656,652.317,721.579
96.9277129806685,96.9276847875755,96.9338034222499,861.33,825.175,921.403,67,96.9276428222656,96.9339447021484,813.384,926.481
97.0647610118209,97.0395663744579,97.1010638815308,248.1565,117.829,319.088,78,97.0394897460938,97.101188659668,52.2914,329.215
98.060021705808,98.0598921649815,98.0600986050454,473.7755,386.984,536.833,56,98.0597457885742,98.060173034668,376.063,549.707
97.9912946048236,97.9912362171758,98.0964408412973,1083.735,1000.18,1204.39,80,97.9911575317383,98.0965270996094,988.775,1209.38
98.0600006551642,97.9912241415698,98.0964055089208,901.94,742.442,993.499,92,97.9911041259766,98.0964736938477,724.536,1007.62
98.0599628261177,97.991171854042,98.0964626197861,301.782,245.515,379.178,42,97.9910659790039,98.0965423583984,203.073,382.881
98.9840908639098,98.9839613905526,99.0440269558802,233.288,227.743,268.84,30,98.9838333129883,99.0440368652344,174.791,273.77
99.0916252855104,99.091566431167,99.0997236226086,751.478,713.972,777.961,40,99.0914611816406,99.0997924804688,704.209,814.861
100.050503730457,100.039264059621,100.050583101054,675.811,672.552,751.096,25,100.039169311523,100.050712585449,666.055,756.038
100.050499489307,100.050425707454,100.050559823102,832.141,765.921,894.108,22,100.050384521484,100.050628662109,762.216,917.962
100.075651204026,100.075552121283,100.112065453103,410.805,228.668,608.895,192,100.075416564941,100.112167358398,213.116,620.039
100.075629111036,100.07544200229,100.111800738568,750.443,637.19,832.541,57,100.075347900391,100.111892700195,634.72,841.259
101.059677539211,101.016796789754,101.059748352409,812.535,745.117,833.901,53,101.016738891602,101.05982208252,737.698,877.652
101.079033834772,101.070706667311,101.107421318032,430.938,362.698,608.305,111,101.070610046387,101.107467651367,337.882,614.499
101.07090067609,101.070697782579,101.107271586088,284.991,179.105,357.64,99,101.070533752441,101.107322692871,171.636,402.599
101.079017733747,101.070811269374,101.107359920419,753.545,670.995,822.65,54,101.070732116699,101.107452392578,668.524,825.145
102.054912134857,102.033808005621,102.063140342556,810.664,738.58,998.932,75,102.033729553223,102.063194274902,736.111,1015.41
102.091291483247,102.033763987733,102.119213379598,1142.48,1040.32,1186.83,62,102.033729553223,102.11946105957,1030.3,1199.9
102.091314542495,102.091291536382,102.154590001807,1247.6,1210.87,1290.35,52,102.091255187988,102.154693603516,1166.71,1340.94
102.055000794442,102.05486384329,102.091340953159,443.6635,349.022,501.914,46,102.054672241211,102.091453552246,318.186,552.872
102.066186858731,102.066097810413,102.127723084924,715.237,574.463,840.81,255,102.066009521484,102.127777099609,567.652,861.178
102.066171307896,102.066152581006,102.127696146347,904.697,847.742,1019.03,85,102.066131591797,102.127716064453,832.887,1030.3
103.094607449228,103.086511330866,103.122977638458,1144.08,1108.22,1190.75,81,103.086479187012,103.123008728027,1090,1199.9
103.086542340591,103.058428924982,103.122974391258,1225.88,1209.59,1319.39,65,103.058303833008,103.123062133789,1137.95,1323.43
103.069534376036,103.069447448005,103.094718752418,624.8615,593.999,675.523,30,103.069374084473,103.094772338867,590.258,681.736
104.008210732991,103.95523011818,104.054381170711,772.426,659.657,922.885,67,103.95516204834,104.054496765137,649.696,931.59
104.089903673025,104.083478197757,104.126426055472,1222.74,1195.32,1327.46,66,104.083343505859,104.126556396484,1190.19,1329.97
104.070569488072,103.955326273226,104.107002339146,436.119,330.521,552.059,37,103.955223083496,104.107116699219,325.587,556.998
104.097967744456,104.07054315125,104.135795874842,1123.12,1039.96,1183.42,111,104.070526123047,104.135986328125,1036.18,1188.66
104.070579064624,104.070474157972,104.110434441158,815.966,601.105,997.682,197,104.070297241211,104.110542297363,585.016,1001.43
105.042304086631,105.000431797409,105.042459346356,740.8285,601.34,810.069,176,105.000343322754,105.042495727539,596.391,839.623
105.110283335285,105.073192604108,105.11327832088,1113.205,1053.85,1267.08,150,105.073143005371,105.113327026367,1048.66,1272.12
105.033511087622,105.018142425509,105.091059640886,268.744,111.42,323.008,139,105.01806640625,105.091133117676,77.6352,357.713
105.033505116445,105.033388319992,105.073994643311,379.118,326.511,483.648,149,105.033218383789,105.074211120605,310.891,488.629
105.085157757464,105.073903031964,105.0880714602,864.579,790.74,979.779,166,105.073829650879,105.08812713623,785.799,982.272
105.073924303596,105.067581090782,105.076946189145,687.238,664.552,712.141,56,105.067481994629,105.07698059082,658.382,715.846
105.073926874197,105.067547997519,105.076834224041,762.9675,742.673,765.921,40,105.067512512207,105.076866149902,737.892,775.997
106.045647515812,105.953572113324,106.049865517093,775.666,669.466,932.069,114,105.953491210938,106.049942016602,666.998,954.517
106.036835315617,105.953494423233,106.049822909877,292.171,215.742,424.133,53,105.953353881836,106.049880981445,200.497,450.175
106.111203418905,106.086198383624,106.113675719072,1111.78,1069.9,1184.38,119,106.086158752441,106.113906860352,1065.58,1229.67
106.086199828649,106.074736186379,106.086379189212,683.116,619.353,820.845,81,106.074684143066,106.086463928223,600.416,825.846
106.086234002957,106.068394170934,106.08626654967,992.1265,857.054,1012.12,52,106.068351745605,106.086288452148,848.295,1035.31
106.971516604784,106.971439754897,107.053197761878,777.955,706.714,824.677,59,106.971374511719,107.053245544434,691.681,835.168
107.085386857057,106.971434468965,107.085579927226,255.983,162.219,361.547,69,106.971336364746,107.085655212402,92.5854,370.225
107.08959205419,107.08325081812,107.089690975646,642.922,621.966,644.967,27,107.083206176758,107.089767456055,617.031,654.806
108.047702297781,108.044210397132,108.055544228973,426.788,307.595,440.031,68,108.044052124023,108.055595397949,303.893,447.445
108.047713918238,108.04763114837,108.047803378282,680.747,675.022,699.603,25,108.047515869141,108.047843933105,667.617,703.32
109.031799642312,109.031708259015,109.064813527202,467.9625,388.216,471.728,28,109.031639099121,109.064865112305,383.281,481.162
109.064735534876,109.064573631247,109.064820543,263.11,239.072,288.57,21,109.064468383789,109.064918518066,232.784,292.274
109.101171208548,109.075920452441,109.10127785238,251.454,228.159,369.235,53,109.075828552246,109.10139465332,216.85,377.88
109.076019372926,109.075925028033,109.076154041419,701.9605,680.571,824.529,50,109.075798034668,109.076286315918,678.103,827.008
110.060044656015,110.021221574375,110.060148456435,574.484,488.167,679.837,53,110.021141052246,110.060218811035,483.229,687.242
110.060025899388,110.043575211223,110.06014822726,329.492,252.3,456.556,76,110.043533325195,110.060218811035,247.365,463.97
110.071246574912,110.071119387831,110.071316716304,846.218,759.551,1048.24,153,110.07103729248,110.071426391602,755.837,1065.52
111.074552728187,111.03903964516,111.09170908614,805.903,740.199,932.992,63,111.038986206055,111.091751098633,736.309,937.111
111.055254406183,111.044024199287,111.063440919269,602.806,524.284,648.535,45,111.043952941895,111.063484191895,469.723,652.242
111.104202992279,111.080281692,111.116850179995,245.2015,204.124,291.777,48,111.080223083496,111.116912841797,125.918,294.247
112.050470189681,112.039184266322,112.050632949902,586.51,473.289,749.557,95,112.0390625,112.050712585449,451.072,767.241
112.075683739705,112.075529609696,112.087187405068,438.0375,354.366,634.133,114,112.075370788574,112.087341308594,348.193,640.161
112.075650336465,112.075529717539,112.120193922932,293.2,181.674,350.394,65,112.075393676758,112.120269775391,138.292,414.207
112.931162301451,112.895605440282,112.931302427322,878.889,822.024,925.223,65,112.895477294922,112.931480407715,813.23,938.52
113.042688850589,113.034406739049,113.082202170815,656.4345,594.281,753.868,62,113.034187316895,113.082275390625,574.074,762.564
113.070919483569,113.070838360351,113.107268209554,470.037,371.837,529.881,57,113.07071685791,113.107360839844,368.132,532.387
114.054991210587,114.052859511981,114.055094028599,534.984,480.252,543.53,29,114.05281829834,114.055229187012,468.364,550.942
114.055040366387,114.034756876376,114.055130050195,602.079,589.872,604.154,23,114.03466796875,114.055213928223,586.17,616.886
114.034943156352,114.03141765766,114.127696465808,904.601,799.531,1010.17,114,114.031311035156,114.127731323242,793.355,1035.85
114.091342625086,114.000770919233,114.127772991779,340.953,133.26,452.814,131,114.000663757324,114.12784576416,87.5958,500.744
114.091290274784,114.034748371874,114.091440113681,758.799,677.491,773.74,41,114.034629821777,114.091514587402,640.031,802.204
114.066260624756,114.06604538467,114.127786869981,568.837,484.417,612.602,61,114.066024780273,114.127830505371,473.355,617.567
114.091311909245,114.091279324213,114.127694898761,1119.03,1032.9,1195.04,57,114.091247558594,114.127792358398,1007.43,1197.77
115.063095921149,115.058186259968,115.063255911198,567.047,486.429,604.118,77,115.058120727539,115.063293457031,480.252,624.906
115.050258484826,115.038857456648,115.063472995648,664.264,622.761,729,61,115.038764953613,115.063583374023,615.363,733.968
115.050199974227,115.038913376553,115.063260315328,784.355,738.164,823.438,41,115.03881072998,115.06330871582,731.949,845.747
115.094644970005,115.080886719487,115.122893448981,1120.8,1040.43,1186.83,62,115.080863952637,115.12296295166,1036.69,1235.22
115.086566379757,115.06958045902,115.086745209133,677.3055,620.722,918.926,92,115.069519042969,115.086853027344,614.556,926.483
115.075317815237,115.075156677397,115.111746755236,247.3,216.583,300.731,52,115.075012207031,115.11190032959,180.298,342.841
115.069477056827,115.069363423321,115.094608549439,569.136,463.832,608.895,52,115.069313049316,115.094718933105,416.851,622.515
116.07063744121,116.06653729193,116.106988465946,714.055,707.749,818.607,38,116.066459655762,116.107093811035,699.783,827.307
116.070617418343,116.066428736876,116.10715511905,565.848,417.961,674.627,239,116.066337585449,116.107231140137,414.207,685.582
116.081846051979,116.066483081111,116.141278231626,986.073,835.021,1143.03,277,116.066436767578,116.14134979248,811.412,1201.48
117.10215393792,117.06575797717,117.110331929597,1176.27,1078.3,1353.24,111,117.065658569336,117.110427856445,1046.99,1355.76
117.07391408218,117.054469790625,117.11036783678,501.0635,383.15,559.737,82,117.054359436035,117.11043548584,380.632,565.529
117.102206206258,117.102102311992,117.102341221763,632.133,607.609,660.827,43,117.102027893066,117.102478027344,596.595,663.296
117.065823159288,117.065771793986,117.102107848379,819.895,807.797,846.469,44,117.065696716309,117.102142333984,798.351,851.696
117.104035339443,117.076732337921,117.13851618099,984.228,889.25,1053.45,158,117.076538085938,117.138572692871,869.428,1059.27
117.065850411037,117.06571319385,117.138531101063,713.6475,674.9,779.196,68,117.065582275391,117.138763427734,668.524,800.259
117.069794754003,117.069679432364,117.091055125836,249.5035,207.279,293.2,32,117.069610595703,117.091133117676,204.772,298.134
118.061009840472,118.025634217293,118.064851544545,872.331,813.331,1102.09,90,118.025398254395,118.064918518066,810.818,1107.16
118.08619265613,118.064981382103,118.122645142169,416.245,349.47,470.708,79,118.064910888672,118.122680664062,191.787,475.644
118.086184774741,118.050864076259,118.121575139809,700.9165,624.981,769.618,96,118.050758361816,118.121788024902,601.696,801.975
118.113550029381,118.064872330197,118.122614963105,999.0185,892.523,1134.24,170,118.064788818359,118.122695922852,722.823,1139.57
118.065064811359,118.064950425562,118.086236123164,286.568,225.028,339.323,63,118.06485748291,118.086349487305,209.604,352.085
118.086228645989,118.064985388543,118.122684425722,515.6665,479.348,549.991,38,118.064956665039,118.12272644043,450.344,613.778
119.058115097164,119.016050975002,119.064447808639,832.358,828.824,920.171,45,119.016036987305,119.064483642578,812.535,926.483
119.089475078479,119.083263796202,119.089673905529,648.555,633.777,702.897,52,119.083190917969,119.089714050293,628.846,713.689
119.085498275755,119.06843775544,119.085605570141,256,226.036,292.055,43,119.068359375,119.085716247559,213.832,318.081
119.089578423015,119.067489700293,119.089649034092,752.631,749.308,853.924,21,119.067474365234,119.089752197266,738.909,906.699
120.044388711265,120.044267181208,120.055683344179,365.99,224.226,474.523,195,120.044166564941,120.055755615234,217.824,480.734
120.080738372327,120.065418369124,120.10210009673,594.52,497.629,654.675,170,120.065391540527,120.102226257324,471.38,685.6
120.101866455694,120.065492506305,120.136979778728,928.379,891.79,1026.01,59,120.065383911133,120.137176513672,871.402,1031.17
120.06551238067,120.065224457381,120.101930607172,802.391,741.208,875.921,104,120.06517791748,120.102088928223,701.743,880.898
121.039621626351,121.028312978601,121.064809220639,416.198,352.271,449.716,73,121.028205871582,121.065010070801,345.888,498.143
121.068938938827,121.039521193356,121.094063338058,606.724,583.105,672.121,112,121.039321899414,121.094100952148,525.841,679.524
121.064723635514,121.028361751912,121.06911785504,528.656,462.52,558.125,119,121.02823638916,121.069259643555,438.267,562.963
121.028379139526,120.940267069386,121.10526202257,743.781,678.103,803.339,92,120.940170288086,121.105323791504,666.998,813.331
121.039732625804,120.972148001908,121.101291127293,272.847,98.8598,350.574,101,120.972114562988,121.101402282715,88.6944,359.033
121.105176556356,121.071848950675,121.10525594244,921.528,844.641,992.531,91,121.071754455566,121.105346679688,839.701,998.732
122.032429763088,121.974258071157,122.063534187259,695.564,588.399,828.451,117,121.974082946777,122.063598632812,580.429,832.172
122.027102977234,122.023626737566,122.060096129252,529.837,502.676,547.035,46,122.023490905762,122.060264587402,496.5,550.745
122.073102244721,122.071071460051,122.109127281947,1152.3,982.232,1327.69,253,122.070999145508,122.109169006348,978.477,1332.93
122.081161950196,122.071131822332,122.10606485031,878.3355,825.768,952.106,46,122.07105255127,122.106163024902,813.866,958.327
122.937340235689,122.937275885674,123.044007658254,738.14,704.209,758.792,29,122.937232971191,123.044105529785,695.564,774.894
123.08045541883,123.047336344048,123.091788731893,415.118,322.229,481.178,111,123.047180175781,123.091888427734,289.805,484.884
123.076390768417,123.040172333804,123.099732758019,1125.11,969.26,1228.72,117,123.040130615234,123.099784851074,956.436,1266.33
123.116703954466,123.044014997448,123.116856139655,261.348,170.356,318.665,61,123.043891906738,123.117027282715,42.1666,327.316
123.055279665212,123.040129868993,123.076295075237,593.123,519.142,649.159,52,123.040023803711,123.076393127441,510.248,654.098
123.055197321879,122.987066826686,123.091630806625,1280.135,1234.31,1417.27,48,122.987030029297,123.091789245605,1207.98,1439.08
124.039330181786,123.971395865215,124.048195609909,741.857,707.949,807.297,61,123.971313476562,124.048324584961,696.8,818.479
124.042699656034,124.039220419318,124.058713326506,340.385,290.116,455.133,57,124.039093017578,124.058799743652,268.622,460.113
124.070184787843,123.964370842621,124.103158752567,1173.79,1045.67,1231.42,84,123.964286804199,124.103309631348,1043.18,1267.83
124.058667145283,123.964366356574,124.086904099925,1280.73,1243.3,1324.4,53,123.964340209961,124.0869140625,1227.27,1342.47
124.075759593138,124.071091480023,124.086995146155,458.716,372.588,553.568,106,124.070976257324,124.087181091309,282.916,565.632
124.086918020349,124.075638379081,124.087063988904,742.53,677.864,973.863,113,124.075561523438,124.087135314941,668.851,977.582
124.086750283066,124.07563434715,124.086968046656,301.081,247.9,361.255,53,124.07544708252,124.087112426758,231.125,366.189
125.070973099326,125.005214455339,125.107384763165,435.96,369.423,592.331,143,125.005020141602,125.107490539551,361.964,594.928
125.107287504828,125.070908451832,125.132521267636,290.829,225.069,351.193,106,125.070747375488,125.132568359375,221.111,422.809
126.054975368113,126.054884378887,126.05508620923,441.263,425.366,493.046,33,126.054748535156,126.055198669434,376.32,526.203
126.091280191316,126.054757503433,126.102713969298,694.811,592.68,749.208,122,126.054573059082,126.102783203125,583.02,777.043
126.066136959021,126.02183172008,126.127700255132,796.2465,752.585,888.682,88,126.021728515625,126.127769470215,698.033,909.618
126.091313368497,126.066098521136,126.110728804576,359.1295,254.84,511.305,164,126.06600189209,126.110900878906,248.354,519.987
126.091301394663,126.07418157573,126.127696986447,1006.27,902.508,1058.21,72,126.074035644531,126.127799987793,838.409,1115.43
126.102528680568,126.074227428917,126.102578158939,1208.08,1188.54,1263.26,33,126.074073791504,126.102638244629,1141.03,1280.07
127.050168358043,127.021311118913,127.063280823042,680.6335,596.033,838.777,118,127.021194458008,127.063331604004,584.651,844.985
127.050171487637,127.038914672399,127.058322492321,467.62,363.942,549.116,50,127.038719177246,127.058456420898,314.823,553.439
127.086601053444,127.086442310604,127.123006655453,459.7475,386.912,571.948,142,127.086395263672,127.123146057129,380.825,574.416
127.086576866442,127.075308784759,127.122951762722,334.745,260.299,386.181,93,127.075149536133,127.123046875,238.67,459.422
127.105893706244,127.072623817483,127.123046851236,1210.97,1128.26,1360.61,104,127.072547912598,127.123161315918,1124.48,1373.9
127.122843689996,127.069528710347,127.12299793315,797.5395,712.954,909.204,78,127.069465637207,127.123138427734,710.481,912.956
128.070637704148,128.070473797533,128.126250498645,325.477,217.98,392.504,99,128.070434570312,128.12629699707,213.018,416.634
128.10692604533,128.070554026745,128.143474745111,1080.965,967.335,1188.85,72,128.070510864258,128.143676757812,962.301,1252.36
128.081728947031,128.068299353682,128.126249939218,505.1055,399.757,616.31,184,128.068130493164,128.126312255859,377.116,629.924
128.081802958884,128.070540988173,128.143315839318,806.432,749.957,955.979,49,128.070526123047,128.143478393555,738.783,962.301
128.953495218347,128.953337844663,129.054725322982,701.786,594.591,876.43,147,128.953262329102,129.054779052734,589.637,881.536
129.078891212795,129.065702439468,129.102327424909,529.05,457.377,665.767,163,129.065521240234,129.102508544922,441.48,676.987
129.069825654557,129.065660371069,129.138701018966,289.291,224.488,385.956,171,129.065612792969,129.138763427734,220.488,406.311
129.102138993856,129.065642802077,129.138672081361,792.532,691.867,994.826,155,129.065582275391,129.138809204102,679.504,998.743
129.073884510637,129.065684427528,129.102320310792,426.756,394.632,452.437,59,129.065643310547,129.102432250977,388.83,473.176
130.049888966715,129.956753159,130.063021858183,774.512,676.256,878.396,136,129.956649780273,130.063064575195,662.599,889.625
130.049853556572,129.956901810364,130.049989384647,324.403,142.488,394.664,127,129.956832885742,130.050064086914,138.695,416.189
130.04990296033,130.049749988401,130.064831527826,493.0065,396.212,605.086,148,130.049697875977,130.065185546875,372.177,616.31
130.122600637545,130.049824567949,130.159042155538,1073.56,945.757,1138.1,87,130.049774169922,130.159133911133,938.312,1171.55
130.091983016785,130.069075786922,130.197958369495,783.8775,706.515,914.194,154,130.069000244141,130.198043823242,660.546,919.165
130.108701082025,130.070952133414,130.159218309146,652.285,580.903,706.441,97,130.070739746094,130.159332275391,571.194,727.52
130.065166517308,130.064938407772,130.15903768877,275.285,160.686,351.939,85,130.064743041992,130.159118652344,155.639,425.92
130.086271554133,130.064914899616,130.159051807702,443.862,363.19,558.379,116,130.064682006836,130.159225463867,354.532,577.476
130.957768826405,130.957640242847,131.064447920091,767.415,677.369,797.366,68,130.957504272461,131.064575195312,671.257,820.111
131.053119893108,130.966411271752,131.053342993471,270.542,136.006,357.64,84,130.966278076172,131.053405761719,125.209,362.733
131.053165559357,131.027290881015,131.053362328452,424.767,364.956,485.825,40,131.027191162109,131.053405761719,360.02,494.543
131.081521158499,131.066257424986,131.162468001984,792.154,738.294,938.52,97,131.066207885742,131.162567138672,721.989,1094.62
131.105725488341,131.070264745196,131.162439017807,644.6345,524.284,737.673,150,131.070175170898,131.162506103516,511.94,748.26
131.089625450073,131.076909782008,131.162476105133,1127.95,1001.97,1389.4,141,131.07666015625,131.162582397461,963.27,1393.17
131.085515721668,131.068310238312,131.117947265582,252.987,152.207,355.241,62,131.068176269531,131.11799621582,120.877,357.736
132.047742479171,132.044334216679,132.054116129928,406.209,314.823,435.87,89,132.044235229492,132.05419921875,309.885,445.404
132.114863370021,132.065395069018,132.138272130311,1123.85,1051.78,1233.61,151,132.065307617188,132.138458251953,1018.13,1251.46
132.113082885742,132.078569989036,132.113233475911,1298.09,1246.73,1353.36,69,132.078506469727,132.11328125,1226.87,1357.19
132.138263858366,132.065453589529,132.138347611246,1006.47,951.597,1050.16,66,132.0654296875,132.138442993164,941.165,1072.09
132.065474930017,132.065411766532,132.080814912869,521.0685,493.573,532.985,32,132.065277099609,132.080947875977,437.825,553.404
132.07672061861,132.06535405053,132.138311925677,759.596,583.195,946.471,426,132.065307617188,132.138397216797,540.553,960.785
133.04291110829,132.964694545634,133.062561930381,772.9855,743.678,969.206,94,132.964630126953,133.062683105469,736.271,973.121
133.060690174078,133.031652268714,133.06084585769,658.446,582.907,705.444,43,133.031539916992,133.06086730957,579.206,716.602
133.122015171209,132.964713283871,133.133496452773,1116.605,1063.04,1218.4,166,132.96452331543,133.133544921875,1054.28,1268.07
133.116404580023,133.049362836986,133.116523133774,1291.06,1220.9,1313.34,81,133.049224853516,133.116546630859,1215.9,1330.11
133.0800267781,133.068744123209,133.133553582862,787.034,716.701,935.818,128,133.068664550781,133.133636474609,707.158,940.798
133.085943268223,133.064888390307,133.10125400873,248.306,80.2663,346.556,92,133.064788818359,133.101409912109,73.9386,350.257
133.10521779852,133.071863738067,133.105392616866,657.3315,607.592,682.124,50,133.07177734375,133.105529785156,590.516,694.317
134.060005585915,134.032448755258,134.063495658929,430.306,365.143,546.786,49,134.032424926758,134.063659667969,349.585,549.265
134.096302444514,134.063315034223,134.104364893781,252.373,143.99,261.564,39,134.063247680664,134.1044921875,26.8106,267.468
134.081104121571,134.069648509276,134.117502636511,785.611,653.4,902.32,183,134.069580078125,134.117584228516,641.04,907.308
